fotmob_id,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,code,first_name,second_name,23_id,24_id,25_id,23_position,24_position,25_position,25_cost,opta_id,shots_on_target,fouls_won,clearances,tackles_won,interceptions,blocks,recoveries,tackles,tackles_lost,saves_inside_box,saves_outside_box,penalties_scored,games,abs_cleans_change,abs_goals_scored_change,abs_goals_conceded_change,abs_def_contribution_change,bps_cleans_change,bps_goals_scored_change,bps_goals_conceded_change,bps_fouls_won_change,bps_shot_on_target_change,bps_saves_change,bps_penalties_scored_change,new_bps,new_bonus,new_total_points
862608,Mitoma Kaoru,MID,Brighton,4.3,0,0,13,0,23.7,136,0.14,0.18,0.04,0.66,135,3,0,3.3,7.4,2024-12-05T19:30:00Z,90,False,9,0,0,0,0,14,0,912752,1,1,3,2.0,2,163440,196214,32774,65,False,0,451340.0,Kaoru,Mitoma,143.0,136.0,157.0,MID,MID,MID,6.5,451340.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,-0.0,13.0,0,2
494417,Harry Wilson,MID,Fulham,2.5,0,0,6,0,19.3,259,0.06,0.23,0.17,1.27,135,1,0,3.3,3.4,2024-12-05T19:30:00Z,79,False,5,0,0,0,0,14,0,48576,1,1,3,10.0,2,-6486,2333,8819,52,True,0,153682.0,Harry,Wilson,288.0,259.0,329.0,MID,MID,MID,5.5,153682.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,-0.0,6.0,0,2
1430151,Brajan Gruda,MID,Brighton,0.4,0,0,2,0,0.3,595,0.0,0.0,0.0,0.03,135,1,0,0.2,1.2,2024-12-05T19:30:00Z,4,False,9,0,0,0,0,14,0,2340,0,1,3,0.0,1,-110,10,120,54,False,0,513433.0,Brajan,Gruda,0.0,595.0,162.0,0,MID,MID,5.5,513433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,-0.0,2.0,0,1
1068482,Evan Ferguson,FWD,Brighton,0.8,0,0,2,0,1.2,123,0.0,0.06,0.06,0.03,135,1,0,0.0,0.0,2024-12-05T19:30:00Z,10,False,9,0,0,0,0,14,0,33107,0,1,3,1.0,1,-1211,1353,2564,55,False,0,487117.0,Evan,Ferguson,132.0,123.0,179.0,FWD,FWD,FWD,5.5,487117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,-0.0,2.0,0,1
465750,Timothy Castagne,DEF,Fulham,0.8,0,0,10,0,0.8,244,0.0,0.0,0.0,1.34,135,1,0,1.8,16.8,2024-12-05T19:30:00Z,90,False,5,0,0,0,0,14,0,76470,1,1,3,0.0,2,-953,936,1889,42,True,0,166477.0,Timothy,Castagne,688.0,244.0,319.0,DEF,DEF,DEF,4.5,166477.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,10.0,0,2
955139,Tariq Lamptey,DEF,Brighton,1.2,0,0,-4,0,0.5,131,0.0,0.0,0.0,0.03,135,2,0,0.3,2.6,2024-12-05T19:30:00Z,18,False,9,0,0,0,0,14,0,22596,0,1,3,0.0,0,4669,5209,540,44,False,0,232792.0,Tariq,Lamptey,139.0,131.0,150.0,DEF,DEF,DEF,4.5,232792.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,-4.0,0,0
1352713,Carlos Baleba,MID,Brighton,2.0,0,2,32,0,3.8,115,0.01,0.12,0.11,0.66,135,3,1,5.4,40.4,2024-12-05T19:30:00Z,90,False,9,0,0,0,0,14,0,20032,1,1,3,10.0,9,-1672,586,2258,50,False,0,535301.0,Carlos,Baleba,690.0,115.0,167.0,MID,MID,MID,5.0,535301.0,1.0,1.0,2.0,1.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0,0,0.0,-0.0,32.0,2,11
1131987,Bart Verbruggen,GK,Brighton,2.2,0,0,-8,0,0.0,146,0.0,0.0,0.0,0.66,135,3,0,0.0,0.0,2024-12-05T19:30:00Z,90,False,9,0,0,0,0,14,0,319117,1,1,3,0.0,1,7705,19244,11539,45,False,0,489639.0,Bart,Verbruggen,152.0,146.0,139.0,GK,GK,GK,4.5,489639.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,-8.0,0,1
970243,Mats Wieffer,MID,Brighton,0.8,0,0,11,0,8.2,149,0.01,0.07,0.06,0.63,135,2,0,1.7,4.6,2024-12-05T19:30:00Z,85,False,9,0,0,0,0,14,0,6605,1,1,3,4.0,2,-197,72,269,48,False,0,467779.0,Mats,Wieffer,0.0,149.0,173.0,0,MID,MID,5.0,467779.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,-0.0,11.0,0,2
866686,Matt O'Riley,MID,Brighton,2.5,0,0,5,0,45.2,629,0.24,0.34,0.1,0.63,135,2,0,5.9,6.6,2024-12-05T19:30:00Z,80,False,9,1,0,0,0,14,0,10529,1,1,3,7.0,0,-540,1184,1724,55,False,0,219249.0,Matt,O'Riley,0.0,629.0,164.0,0,MID,MID,5.5,219249.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,-0.0,5.0,0,0
