fotmob_id,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,code,first_name,second_name,23_id,24_id,25_id,23_position,24_position,25_position,25_cost,opta_id,shots_on_target,fouls_won,clearances,tackles_won,interceptions,blocks,recoveries,tackles,tackles_lost,saves_inside_box,saves_outside_box,penalties_scored,games,abs_cleans_change,abs_goals_scored_change,abs_goals_conceded_change,abs_def_contribution_change,bps_cleans_change,bps_goals_scored_change,bps_goals_conceded_change,bps_fouls_won_change,bps_shot_on_target_change,bps_saves_change,bps_penalties_scored_change,new_bps,new_bonus,new_total_points
933768,Curtis Jones,MID,Liverpool,1.7,1,0,13,0,11.4,300,0.11,0.11,0.0,0.35,153,0,0,3.5,19.6,2023-12-09T12:30:00Z,17,8,0,0,0,0,16,0,5091,0,2,1,4.0,4,-79,130,209,49,False,0,206915.0,Curtis,Jones,300.0,324.0,388.0,MID,MID,MID,5.5,206915,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,15,0,4
1107620,Jarell Quansah,DEF,Liverpool,0.9,0,0,4,0,1.4,626,0.01,0.01,0.0,0.53,153,0,0,0.2,1.0,2023-12-09T12:30:00Z,56,8,0,0,0,0,16,0,11792,1,2,1,0.0,1,236,725,489,40,False,0,441428.0,Jarell,Quansah,626.0,333.0,0.0,DEF,DEF,DEF,0.0,441428,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1
562726,Remi Matthews,GK,Crystal Palace,-0.3,0,0,3,0,0.0,233,0.0,0.0,0.0,0.07,153,1,0,0.1,1.0,2023-12-09T12:30:00Z,3,11,0,0,0,0,16,0,12222,0,2,1,0.0,1,91,287,196,39,True,0,169593.0,Remi,Matthews,233.0,209.0,255.0,GK,GK,GK,4.0,169593,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
820140,Ibrahima Konaté,DEF,Liverpool,1.9,0,0,10,0,1.3,302,0.01,0.01,0.0,1.21,153,1,0,0.7,6.0,2023-12-09T12:30:00Z,33,8,0,0,0,0,16,0,161367,0,2,1,0.0,1,5557,9489,3932,49,False,0,204716.0,Ibrahima,Konaté,302.0,326.0,374.0,DEF,DEF,DEF,5.5,204716,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1
860914,Luis Díaz,MID,Liverpool,2.1,0,0,-1,0,34.4,303,0.04,0.09,0.05,1.74,153,1,0,5.3,5.2,2023-12-09T12:30:00Z,90,8,0,0,0,0,16,0,746793,1,2,1,13.0,1,-28875,18686,47561,74,False,1,244731.0,Luis,Díaz,303.0,327.0,383.0,MID,MID,MID,8.0,244731,0,5,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,4,0,1
202643,Wataru Endo,MID,Liverpool,2.9,0,0,7,0,2.8,668,0.03,0.03,0.0,0.5,153,0,0,0.3,0.2,2023-12-09T12:30:00Z,45,8,0,0,0,0,16,0,8516,1,2,1,0.0,1,463,1058,595,54,False,0,158983.0,Wataru,Endo,668.0,320.0,392.0,MID,MID,MID,5.0,158983,0,3,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,10,0,1
706297,Jean-Philippe Mateta,FWD,Crystal Palace,1.7,0,2,26,0,11.0,232,0.01,0.94,0.93,0.96,153,2,1,6.8,33.2,2023-12-09T12:30:00Z,45,11,0,0,0,0,16,0,45231,0,2,1,24.0,7,-2435,528,2963,49,True,0,231747.0,Jean-Philippe,Mateta,232.0,207.0,283.0,FWD,FWD,FWD,7.5,231747,1,3,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,-12,19,0,5
568571,Joe Gomez,DEF,Liverpool,1.9,0,0,9,0,21.3,298,0.06,0.06,0.0,1.24,153,1,0,3.9,9.8,2023-12-09T12:30:00Z,45,8,0,0,0,0,16,0,50400,0,2,1,8.0,0,1974,3086,1112,45,False,1,171287.0,Joe,Gomez,298.0,322.0,376.0,DEF,DEF,DEF,5.0,171287,0,1,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10,0,0
154280,Jordan Ayew,MID,Crystal Palace,0.7,0,0,3,0,17.3,221,0.06,0.06,0.0,1.46,153,2,0,2.7,2.0,2023-12-09T12:30:00Z,74,11,0,0,0,1,16,0,45911,1,2,1,8.0,-1,-6705,1597,8302,54,True,0,80146.0,Jordan,Ayew,221.0,192.0,0.0,MID,MID,MID,0.0,80146,0,5,0,2,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,8,0,-1
846005,Dominik Szoboszlai,MID,Liverpool,4.1,0,0,7,0,5.2,309,0.03,0.15,0.12,1.4,153,1,0,1.4,3.0,2023-12-09T12:30:00Z,73,8,0,0,0,0,16,0,676508,1,2,1,6.0,2,27873,47844,19971,71,False,0,424876.0,Dominik,Szoboszlai,309.0,336.0,387.0,MID,MID,MID,6.5,424876,0,0,0,1,0,0,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2
760712,Trent Alexander-Arnold,DEF,Liverpool,9.3,0,2,26,0,79.6,290,0.42,0.42,0.0,1.74,153,1,0,11.5,33.6,2023-12-09T12:30:00Z,90,8,0,0,0,0,16,0,1383001,1,2,1,2.0,4,248923,254643,5720,81,False,0,169187.0,Trent,Alexander-Arnold,290.0,311.0,0.0,DEF,DEF,DEF,0.0,169187,0,0,4,0,2,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,2,4
963964,Harvey Elliott,MID,Liverpool,2.3,0,0,23,0,3.8,295,0.05,0.12,0.07,0.35,153,0,1,4.8,33.2,2023-12-09T12:30:00Z,16,8,0,0,0,0,16,0,16821,0,2,1,11.0,6,-590,231,821,48,False,0,444884.0,Harvey,Elliott,295.0,319.0,389.0,MID,MID,MID,5.5,444884,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,26,2,8
1330872,David Ozoh,MID,Crystal Palace,-0.3,0,0,2,0,0.1,721,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2023-12-09T12:30:00Z,1,11,0,0,0,0,16,0,503,0,2,1,0.0,1,-21,36,57,45,True,0,531989.0,David,Ozoh,721.0,212.0,280.0,MID,MID,MID,4.5,531989,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
