fotmob_id,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,code,first_name,second_name,23_id,24_id,25_id,23_position,24_position,25_position,25_cost,opta_id,shots_on_target,fouls_won,clearances,tackles_won,interceptions,blocks,recoveries,tackles,tackles_lost,saves_inside_box,saves_outside_box,penalties_scored,games,abs_cleans_change,abs_goals_scored_change,abs_goals_conceded_change,abs_def_contribution_change,bps_cleans_change,bps_goals_scored_change,bps_goals_conceded_change,bps_fouls_won_change,bps_shot_on_target_change,bps_saves_change,bps_penalties_scored_change,new_bps,new_bonus,new_total_points
1195281,Milos Kerkez,DEF,Bournemouth,4.3,0,0,22,1,4.8,70,0.01,0.07,0.06,2.26,168,0,0,1.9,10.2,2024-12-22T14:00:00Z,90,False,14,0,0,0,0,17,0,636304,1,3,0,4.0,6,5167,40532,35365,47,False,0,544877.0,Milos,Kerkez,595.0,70.0,371.0,DEF,DEF,DEF,6.0,544877,0,0,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,6
532743,Philip Billing,MID,Bournemouth,0.8,0,0,5,0,10.9,76,0.01,0.01,0.0,0.67,168,0,0,1.8,7.0,2024-12-22T14:00:00Z,12,False,14,0,0,0,0,17,0,5172,0,3,0,0.0,1,-96,106,202,48,False,0,168991.0,Philip,Billing,63.0,76.0,89.0,MID,MID,MID,5.0,168991,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1
422685,Bruno Borges Fernandes,MID,Man Utd,5.5,0,0,14,0,67.5,366,0.4,0.86,0.46,1.24,168,3,0,13.6,24.6,2024-12-22T14:00:00Z,90,False,3,0,0,0,0,17,0,1600458,1,3,0,44.0,2,61387,112519,51132,84,True,0,141746.0,Bruno,Borges Fernandes,373.0,366.0,449.0,MID,MID,MID,9.0,141746,3,2,0,2,1,0,7,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,2
160447,Adam Smith,DEF,Bournemouth,2.7,0,0,3,0,4.9,81,0.01,0.01,0.0,1.02,168,0,0,0.4,0.0,2024-12-22T14:00:00Z,45,False,14,0,0,0,0,17,0,25321,1,3,0,0.0,0,565,1858,1293,45,False,1,54469.0,Adam,Smith,84.0,81.0,73.0,DEF,DEF,DEF,4.5,54469,0,2,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1199272,Rasmus Højlund,FWD,Man Utd,2.2,0,0,5,0,15.7,375,0.17,0.25,0.08,0.92,168,2,0,4.0,4.6,2024-12-22T14:00:00Z,36,False,3,0,0,0,0,17,0,211932,0,3,0,20.0,1,37699,50943,13244,69,True,0,497894.0,Rasmus,Højlund,617.0,375.0,465.0,FWD,FWD,FWD,6.5,497894,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1
847983,Lisandro Martínez,DEF,Man Utd,2.2,0,0,5,0,16.6,380,0.1,0.25,0.15,1.24,168,3,0,5.9,29.6,2024-12-22T14:00:00Z,90,False,3,0,0,0,0,17,0,425212,1,3,0,13.0,1,33373,40971,7598,44,True,0,221820.0,Lisandro,Martínez,391.0,380.0,437.0,DEF,DEF,DEF,5.0,221820,0,1,4,3,0,1,10,6,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5,0,3
439369,Ryan Christie,MID,Bournemouth,2.8,1,1,31,1,37.3,63,0.11,0.11,0.0,2.26,168,0,0,8.5,43.6,2024-12-22T14:00:00Z,90,False,14,0,0,0,0,17,0,14191,1,3,0,4.0,7,-374,331,705,49,False,0,158499.0,Ryan,Christie,65.0,63.0,87.0,MID,MID,MID,5.0,158499,0,1,2,4,1,1,10,5,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,31,1,9
317564,Kepa Arrizabalaga,GK,Bournemouth,3.8,0,2,33,1,0.0,152,0.0,0.0,0.0,2.26,168,0,0,4.7,46.6,2024-12-22T14:00:00Z,90,False,14,0,0,0,0,17,7,109511,1,3,0,0.0,9,543,8178,7635,45,False,1,109745.0,Kepa,Arrizabalaga,187.0,152.0,2.0,GK,GK,GK,4.5,109745,0,0,2,0,0,0,10,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,4,0,37,2,9
959407,James Hill,DEF,Bournemouth,0.3,0,0,3,0,0.3,68,0.0,0.0,0.0,0.43,168,0,0,0.4,3.6,2024-12-22T14:00:00Z,1,False,14,0,0,0,0,17,0,47814,0,3,0,0.0,1,1048,2888,1840,39,False,0,463981.0,James,Hill,69.0,68.0,77.0,DEF,DEF,DEF,4.0,463981,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
1250253,Dango Ouattara,MID,Bournemouth,3.8,1,0,22,1,21.6,74,0.26,0.26,0.0,2.26,168,0,0,6.7,37.2,2024-12-22T14:00:00Z,90,False,14,0,0,0,0,17,0,4747,1,3,0,8.0,6,-344,288,632,50,False,0,533463.0,Dango,Ouattara,78.0,74.0,83.0,MID,MID,MID,6.0,533463,0,0,3,3,1,1,4,4,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,22,0,8
1035614,Manuel Ugarte,MID,Man Utd,1.2,0,0,6,0,2.3,652,0.03,0.21,0.18,0.32,168,1,0,2.0,5.4,2024-12-22T14:00:00Z,54,False,3,0,0,0,0,17,0,10322,1,3,0,12.0,0,-99,744,843,49,True,1,232112.0,Manuel,Ugarte,0.0,652.0,459.0,0,MID,MID,5.0,232112,0,1,0,2,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0
775539,Noussair Mazraoui,DEF,Man Utd,1.3,0,0,1,0,3.5,594,0.02,0.16,0.14,1.24,168,3,0,0.9,2.8,2024-12-22T14:00:00Z,90,False,3,0,0,0,0,17,0,1754564,1,3,0,3.0,1,-62427,48745,111172,46,True,0,230001.0,Noussair,Mazraoui,0.0,594.0,438.0,0,DEF,DEF,5.0,230001,0,1,2,2,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
950830,Joshua Zirkzee,FWD,Man Utd,3.0,0,0,2,0,2.2,389,0.0,0.03,0.03,0.32,168,1,0,1.2,0.0,2024-12-22T14:00:00Z,53,False,3,0,0,0,0,17,0,187364,1,3,0,12.0,1,-6113,3651,9764,66,True,0,458249.0,Joshua,Zirkzee,0.0,389.0,466.0,0,FWD,FWD,6.0,458249,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
611491,André Onana,GK,Man Utd,2.5,0,0,3,0,0.0,383,0.0,0.0,0.0,1.24,168,3,0,1.2,11.8,2024-12-22T14:00:00Z,90,False,3,0,0,0,0,17,2,1097704,1,3,0,0.0,1,32806,61862,29056,52,True,0,202641.0,André,Onana,597.0,383.0,432.0,GK,GK,GK,5.0,202641,0,0,0,0,0,0,11,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
933576,Antoine Semenyo,MID,Bournemouth,2.8,0,0,27,1,2.9,78,0.01,0.24,0.23,1.83,168,0,1,7.0,37.0,2024-12-22T14:00:00Z,88,False,14,0,0,0,0,17,0,633419,1,3,0,30.0,8,-113864,10593,124457,56,False,0,437730.0,Antoine,Semenyo,82.0,78.0,82.0,FWD,MID,MID,7.0,437730,2,1,1,2,0,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,8
865118,Tyrell Malacia,DEF,Man Utd,0.2,0,0,-3,0,12.1,379,0.01,0.01,0.0,0.18,168,1,0,1.0,0.0,2024-12-22T14:00:00Z,45,False,3,0,0,0,0,17,0,2209,1,3,0,0.0,1,-53,217,270,44,True,0,222690.0,Tyrell,Malacia,389.0,379.0,448.0,DEF,DEF,DEF,4.0,222690,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3,0,1
