fotmob_id,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,code,first_name,second_name,23_id,24_id,25_id,23_position,24_position,25_position,25_cost,opta_id,shots_on_target,fouls_won,clearances,tackles_won,interceptions,blocks,recoveries,tackles,tackles_lost,saves_inside_box,saves_outside_box,penalties_scored,games,abs_cleans_change,abs_goals_scored_change,abs_goals_conceded_change,abs_def_contribution_change,bps_cleans_change,bps_goals_scored_change,bps_goals_conceded_change,bps_fouls_won_change,bps_shot_on_target_change,bps_saves_change,bps_penalties_scored_change,new_bps,new_bonus,new_total_points
933768,Curtis Jones,MID,Liverpool,1.5,0,0,12,0,12.8,300,0.04,0.07,0.03,0.71,174,1,0,2.5,6.0,2023-12-23T17:30:00Z,67,1,0,0,0,0,18,0,5521,1,1,1,6.0,2,282,460,178,49,True,0,206915.0,Curtis,Jones,300.0,324.0,388.0,MID,MID,MID,5.5,206915,0,2,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,14,0,2
860920,Eddie Nketiah,FWD,Arsenal,1.2,0,0,-2,0,0.3,13,0.0,0.0,0.0,0.0,174,0,0,0.3,2.2,2023-12-23T17:30:00Z,12,11,0,0,0,0,18,0,567743,0,1,1,0.0,0,-27680,11388,39068,54,False,1,205533.0,Eddie,Nketiah,13.0,11.0,284.0,FWD,FWD,FWD,5.5,205533,0,2,0,1,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
820140,Ibrahima Konaté,DEF,Liverpool,2.5,0,0,13,0,11.2,302,0.01,0.01,0.0,0.8,174,1,0,3.5,24.0,2023-12-23T17:30:00Z,90,1,0,0,0,0,18,0,157835,1,1,1,0.0,2,177,4170,3993,49,True,0,204716.0,Ibrahima,Konaté,302.0,326.0,374.0,DEF,DEF,DEF,5.5,204716,0,0,1,3,0,2,9,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,2
860914,Luis Díaz,MID,Liverpool,2.0,0,0,4,0,11.5,303,0.06,0.16,0.1,0.71,174,1,0,2.3,1.8,2023-12-23T17:30:00Z,67,1,0,0,0,0,18,0,670336,1,1,1,10.0,2,-35968,4897,40865,74,True,0,244731.0,Luis,Díaz,303.0,327.0,383.0,MID,MID,MID,8.0,244731,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2
776151,Benjamin White,DEF,Arsenal,2.3,0,0,12,0,21.8,29,0.01,0.01,0.0,0.95,174,1,0,3.8,16.6,2023-12-23T17:30:00Z,90,11,0,0,0,0,18,0,1158274,1,1,1,0.0,1,-19952,9428,29380,56,False,1,198869.0,Benjamin,White,29.0,24.0,11.0,DEF,DEF,DEF,5.5,198869,0,0,1,2,5,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1
795179,Gabriel dos Santos Magalhães,DEF,Arsenal,4.5,0,2,25,0,0.2,5,0.0,0.12,0.12,0.95,174,1,1,7.3,56.0,2023-12-23T17:30:00Z,90,11,0,0,0,0,18,0,1567349,1,1,1,17.0,10,-16778,14519,31297,49,False,0,226597.0,Gabriel,dos Santos Magalhães,5.0,3.0,5.0,DEF,DEF,DEF,6.0,226597,1,0,7,0,0,1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,27,1,9
202643,Wataru Endo,MID,Liverpool,2.0,0,0,14,0,10.7,668,0.1,0.1,0.0,0.8,174,1,0,2.4,13.6,2023-12-23T17:30:00Z,90,1,0,0,0,0,18,0,8458,1,1,1,0.0,1,-152,424,576,54,True,1,158983.0,Wataru,Endo,668.0,320.0,392.0,MID,MID,MID,5.0,158983,0,2,1,3,2,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,16,0,1
562727,David Raya Martin,GK,Arsenal,2.2,0,0,13,0,0.0,113,0.0,0.0,0.0,0.95,174,1,0,1.7,16.6,2023-12-23T17:30:00Z,90,11,0,0,0,0,18,2,563376,1,1,1,0.0,2,-6689,12230,18919,49,False,0,154561.0,David,Raya Martin,113.0,15.0,1.0,GK,GK,GK,5.5,154561,0,0,0,0,0,0,11,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,15,0,2
955406,William Saliba,DEF,Arsenal,3.2,0,0,15,0,0.6,20,0.0,0.0,0.0,0.95,174,1,0,2.0,19.6,2023-12-23T17:30:00Z,90,11,0,0,0,0,18,0,3692346,1,1,1,0.0,2,-7237,45858,53095,55,False,0,462424.0,William,Saliba,20.0,18.0,6.0,DEF,DEF,DEF,6.0,462424,0,0,3,2,1,1,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,2
568571,Joe Gomez,DEF,Liverpool,1.5,0,0,11,0,10.7,298,0.0,0.06,0.06,0.3,174,0,0,6.2,28.0,2023-12-23T17:30:00Z,55,1,0,0,0,0,18,0,48883,0,1,1,23.0,1,-1000,771,1771,45,True,0,171287.0,Joe,Gomez,298.0,322.0,376.0,DEF,DEF,DEF,5.0,171287,1,0,4,4,1,1,4,6,2,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,13,0,3
