fotmob_id,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,code,first_name,second_name,23_id,24_id,25_id,23_position,24_position,25_position,25_cost,opta_id,shots_on_target,fouls_won,clearances,tackles_won,interceptions,blocks,recoveries,tackles,tackles_lost,saves_inside_box,saves_outside_box,penalties_scored,games,abs_cleans_change,abs_goals_scored_change,abs_goals_conceded_change,abs_def_contribution_change,bps_cleans_change,bps_goals_scored_change,bps_goals_conceded_change,bps_fouls_won_change,bps_shot_on_target_change,bps_saves_change,bps_penalties_scored_change,new_bps,new_bonus,new_total_points
1407250,Mikey Moore,MID,Spurs,0.2,0,0,3,0,0.3,610,0.0,0.0,0.0,0.37,350,0,0,0.1,0.2,2025-05-04T13:00:00Z,22,0,0,0,0,0,0,0,False,19,0,0,0,0,35,0,21991,0,1,1,0.0,1,-76,22,98,45,False,0,499721.0,Mikey,Moore,860.0,610.0,592.0,MID,MID,MID,5.0,499721,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
865931,Max Kilman,DEF,West Ham,1.2,0,0,7,0,0.7,524,0.0,0.02,0.02,0.77,350,1,0,1.3,7.4,2025-05-04T13:00:00Z,90,0,0,0,0,0,0,0,False,18,0,0,0,0,35,0,147714,1,1,1,5.0,2,-6149,483,6632,43,True,0,214048.0,Max,Kilman,563.0,524.0,605.0,DEF,DEF,DEF,4.5,214048,0,1,5,3,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2
267371,Emerson Palmieri dos Santos,DEF,West Ham,3.0,0,0,8,0,2.7,520,0.01,0.01,0.0,0.77,350,1,0,1.3,8.4,2025-05-04T13:00:00Z,90,0,0,0,0,0,0,0,False,18,0,0,0,0,35,0,65397,1,1,1,2.0,2,-1991,861,2852,44,True,0,109533.0,Emerson,Palmieri dos Santos,532.0,520.0,604.0,DEF,DEF,DEF,4.5,109533,0,0,1,2,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,2
724306,Yves Bissouma,MID,Spurs,0.5,0,0,7,0,0.6,482,0.0,0.04,0.04,0.84,350,1,0,2.1,19.0,2025-05-04T13:00:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,35,0,27088,1,1,1,1.0,2,-58,68,126,48,False,0,227127.0,Yves,Bissouma,493.0,482.0,587.0,MID,MID,MID,5.5,227127,0,0,2,1,2,2,7,3,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,7,0,4
524437,Tomáš Souček,MID,West Ham,2.5,0,0,2,0,2.3,530,0.02,0.07,0.05,0.77,350,1,0,1.0,0.2,2025-05-04T13:00:00Z,79,0,0,0,0,0,0,0,False,18,0,0,0,0,35,0,158024,1,1,1,7.0,2,-642,2556,3198,48,True,0,215439.0,Tomáš,Souček,542.0,530.0,613.0,MID,MID,MID,6.0,215439,0,0,0,0,0,0,5,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
210164,Alphonse Areola,GK,West Ham,2.5,0,0,5,0,0.0,513,0.0,0.0,0.0,0.77,350,1,0,1.1,11.2,2025-05-04T13:00:00Z,90,0,0,0,0,0,0,0,False,18,0,0,0,0,35,1,787254,1,1,1,0.0,2,420,13436,13016,42,True,0,84182.0,Alphonse,Areola,524.0,513.0,600.0,GK,GK,GK,4.5,84182,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,2
654908,Richarlison de Andrade,FWD,Spurs,3.2,0,0,3,0,0.3,497,0.0,0.14,0.14,0.47,350,1,0,0.6,0.0,2025-05-04T13:00:00Z,67,0,0,0,0,0,0,0,False,19,0,0,0,0,35,0,43656,1,1,1,10.0,2,622,1429,807,68,False,0,212319.0,Richarlison,de Andrade,509.0,497.0,597.0,MID,FWD,FWD,6.5,212319,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2
1068482,Evan Ferguson,FWD,West Ham,0.5,0,0,5,0,0.3,123,0.0,0.0,0.0,0.0,350,0,0,0.3,2.2,2025-05-04T13:00:00Z,10,0,0,0,0,0,0,0,False,18,0,0,0,0,35,0,28714,0,1,1,0.0,1,-151,280,431,55,True,0,487117.0,Evan,Ferguson,132.0,123.0,179.0,FWD,FWD,FWD,5.5,487117,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1
754126,Kevin Danso,DEF,Spurs,0.8,0,0,13,0,0.3,767,0.0,0.0,0.0,0.84,350,1,0,2.5,24.2,2025-05-04T13:00:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,35,0,2992,1,1,1,0.0,2,11,81,70,44,False,0,135720.0,Kevin,Danso,0.0,767.0,570.0,0,DEF,DEF,4.5,135720,0,2,9,1,1,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,13,0,4
523825,Jarrod Bowen,MID,West Ham,7.5,0,2,23,0,1.8,514,0.05,0.58,0.53,0.77,350,1,1,10.9,35.4,2025-05-04T13:00:00Z,90,0,0,0,0,0,0,0,False,18,0,0,0,0,35,0,1299988,1,1,1,72.0,9,270609,300892,30283,76,True,0,178186.0,Jarrod,Bowen,526.0,514.0,624.0,MID,MID,FWD,8.0,178186,2,2,0,1,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,6,0,0,0,0,0,29,3,9
760320,Aaron Wan-Bissaka,DEF,West Ham,2.2,1,2,23,0,16.8,388,0.07,0.11,0.04,0.77,350,1,0,5.8,30.4,2025-05-04T13:00:00Z,90,0,0,0,0,0,0,0,False,18,0,0,0,0,35,0,562324,1,1,1,11.0,7,-16576,7622,24198,44,True,0,214590.0,Aaron,Wan-Bissaka,401.0,388.0,610.0,DEF,DEF,DEF,4.5,214590,0,1,0,2,1,0,8,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,1,6
1288111,Mathys Tel,MID,Spurs,4.2,1,0,9,0,16.3,768,0.28,0.38,0.1,0.84,350,1,0,5.8,21.4,2025-05-04T13:00:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,35,0,12459,1,1,1,20.0,4,275,1132,857,58,False,1,511499.0,Mathys,Tel,0.0,768.0,584.0,0,MID,MID,6.5,511499,1,1,0,1,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,4
719219,Konstantinos Mavropanos,DEF,West Ham,0.8,0,0,3,0,0.0,528,0.0,0.0,0.0,0.0,350,0,0,0.0,0.4,2025-05-04T13:00:00Z,2,0,0,0,0,0,0,0,False,18,0,0,0,0,35,0,14964,0,1,1,0.0,1,-262,44,306,43,True,0,233963.0,Konstantinos,Mavropanos,676.0,528.0,606.0,DEF,DEF,DEF,4.5,233963,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
894803,Djed Spence,DEF,Spurs,0.2,0,0,9,0,15.9,504,0.02,0.02,0.0,0.84,350,1,0,4.0,21.8,2025-05-04T13:00:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,35,0,98199,1,1,1,2.0,2,-5688,1016,6704,44,False,0,232859.0,Djed,Spence,517.0,504.0,573.0,DEF,DEF,DEF,4.5,232859,0,0,6,0,1,0,10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,2
538501,Guglielmo Vicario,GK,Spurs,0.8,0,0,4,0,0.0,508,0.0,0.0,0.0,0.84,350,1,0,0.9,9.0,2025-05-04T13:00:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,35,1,214564,1,1,1,0.0,2,-954,1638,2592,48,False,0,184254.0,Guglielmo,Vicario,520.0,508.0,565.0,GK,GK,GK,5.0,184254,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,2
766435,Lucas Tolentino Coelho de Lima,MID,West Ham,1.5,0,0,14,0,15.8,527,0.03,0.03,0.0,0.77,350,1,0,3.2,14.0,2025-05-04T13:00:00Z,79,0,0,0,0,0,0,0,False,18,0,0,0,0,35,0,108754,1,1,1,2.0,1,-901,356,1257,57,True,1,224024.0,Lucas,Tolentino Coelho de Lima,539.0,527.0,612.0,MID,MID,MID,6.0,224024,0,5,3,2,0,0,6,3,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,14,0,3
935379,Dejan Kulusevski,MID,Spurs,1.5,0,0,5,0,15.8,492,0.06,0.06,0.0,0.84,350,1,0,3.4,9.8,2025-05-04T13:00:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,35,0,261249,1,1,1,8.0,2,-150,1957,2107,62,False,0,445044.0,Dejan,Kulusevski,501.0,492.0,583.0,MID,MID,MID,6.5,445044,0,5,1,0,0,1,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2
891743,Mohammed Kudus,MID,West Ham,3.2,0,0,13,0,33.4,525,0.11,0.15,0.04,0.77,350,1,0,5.3,13.4,2025-05-04T13:00:00Z,90,0,0,0,0,0,0,0,False,18,0,0,0,0,35,0,281637,1,1,1,6.0,1,3796,9013,5217,62,True,1,460842.0,Mohammed,Kudus,689.0,525.0,582.0,MID,MID,MID,6.5,460842,0,2,0,2,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,1
1323305,Archie Gray,MID,Spurs,1.2,0,0,11,0,1.1,489,0.01,0.01,0.0,0.84,350,1,0,1.1,9.4,2025-05-04T13:00:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,35,0,20061,1,1,1,0.0,2,-191,89,280,46,False,0,547701.0,Archie,Gray,0.0,489.0,591.0,0,MID,MID,5.0,547701,0,0,3,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,2
1341387,Wilson Odobert,MID,Spurs,3.2,0,3,26,0,0.7,612,0.01,0.48,0.47,0.84,350,1,1,5.5,37.0,2025-05-04T13:00:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,35,0,4131,1,1,1,17.0,10,-79,87,166,53,False,0,550839.0,Wilson,Odobert,660.0,612.0,588.0,MID,MID,MID,5.5,550839,1,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,2,9
1107280,Pape Matar Sarr,MID,Spurs,1.5,0,0,13,0,16.1,499,0.1,0.12,0.02,0.84,350,1,0,2.7,9.8,2025-05-04T13:00:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,35,0,22182,1,1,1,1.0,2,-255,180,435,47,False,0,482442.0,Pape Matar,Sarr,513.0,499.0,593.0,MID,MID,MID,5.0,482442,0,3,2,2,2,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,2
708890,Carlos Soler,MID,West Ham,1.2,0,0,4,0,0.2,654,0.0,0.0,0.0,0.0,350,0,0,0.7,4.4,2025-05-04T13:00:00Z,10,0,0,0,0,0,0,0,False,18,0,0,0,0,35,0,3515,0,1,1,2.0,1,-72,25,97,50,True,0,224860.0,Carlos,Soler,0.0,654.0,0.0,0,MID,MID,0.0,224860,0,1,0,1,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1
279490,James Ward-Prowse,MID,West Ham,1.8,0,0,8,0,28.5,531,0.38,0.47,0.09,0.0,350,0,0,3.7,5.6,2025-05-04T13:00:00Z,10,0,0,0,0,0,0,0,False,18,0,0,0,0,35,0,59067,0,1,1,3.0,1,-441,239,680,61,True,0,101178.0,James,Ward-Prowse,664.0,531.0,614.0,MID,MID,MID,6.0,101178,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,1
307317,Vladimír Coufal,DEF,West Ham,0.5,0,0,3,0,0.3,516,0.0,0.0,0.0,0.0,350,0,0,0.1,0.6,2025-05-04T13:00:00Z,10,0,0,0,0,0,0,0,False,18,0,0,0,0,35,0,41942,0,1,1,0.0,1,-146,302,448,41,True,0,164555.0,Vladimír,Coufal,528.0,516.0,0.0,DEF,DEF,DEF,0.0,164555,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
276121,Ben Davies,DEF,Spurs,0.2,0,0,4,0,0.6,484,0.0,0.0,0.0,0.84,350,1,0,1.7,16.2,2025-05-04T13:00:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,35,0,17681,1,1,1,0.0,1,-19,126,145,43,False,1,115556.0,Ben,Davies,495.0,484.0,571.0,DEF,DEF,DEF,4.5,115556,0,1,3,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1
955214,Jean-Clair Todibo,DEF,West Ham,1.8,0,0,4,0,0.4,591,0.0,0.0,0.0,0.77,350,1,0,1.3,10.8,2025-05-04T13:00:00Z,79,0,0,0,0,0,0,0,False,18,0,0,0,0,35,0,30002,1,1,1,2.0,2,-1163,191,1354,42,True,0,462116.0,Jean-Clair,Todibo,0.0,591.0,609.0,0,DEF,DEF,4.5,462116,0,0,1,2,1,0,3,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2
276791,Niclas Füllkrug,FWD,West Ham,2.2,0,0,1,0,4.3,589,0.04,0.11,0.07,0.77,350,1,0,0.8,0.0,2025-05-04T13:00:00Z,79,0,0,0,0,0,0,0,False,18,0,0,0,0,35,0,94666,1,1,1,8.0,2,-2976,940,3916,67,True,0,91889.0,Niclas,Füllkrug,0.0,589.0,625.0,0,FWD,FWD,6.0,91889,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
155782,Aaron Cresswell,DEF,West Ham,0.5,0,0,13,0,5.3,517,0.1,0.1,0.0,0.77,350,1,0,1.8,13.0,2025-05-04T13:00:00Z,87,0,0,0,0,0,0,0,False,18,0,0,0,0,35,0,202159,1,1,1,0.0,2,-6050,776,6826,39,True,0,55459.0,Aaron,Cresswell,530.0,517.0,0.0,DEF,DEF,DEF,0.0,55459,0,1,4,1,2,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,2
