fotmob_id,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,code,first_name,second_name,23_id,24_id,25_id,23_position,24_position,25_position,25_cost,opta_id,shots_on_target,fouls_won,clearances,tackles_won,interceptions,blocks,recoveries,tackles,tackles_lost,saves_inside_box,saves_outside_box,penalties_scored,games,abs_cleans_change,abs_goals_scored_change,abs_goals_conceded_change,abs_def_contribution_change,bps_cleans_change,bps_goals_scored_change,bps_goals_conceded_change,bps_fouls_won_change,bps_shot_on_target_change,bps_saves_change,bps_penalties_scored_change,new_bps,new_bonus,new_total_points
846381,Jadon Sancho,MID,Man Utd,1.5,0,0,7,0,1.9,397,0.01,0.01,0.0,0.55,18,1,0,0.7,5.4,2023-08-19T16:30:00Z,24,18,0,0,0,0,2,0,83584,0,0,2,0.0,1,-10687,2309,12996,70,False,0,209243.0,Jadon,Sancho,397.0,386.0,456.0,MID,MID,MID,6.0,209243,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1
276121,Ben Davies,DEF,Spurs,1.5,1,0,8,0,3.5,495,0.0,0.43,0.43,0.35,18,0,0,1.9,9.2,2023-08-19T16:30:00Z,20,14,0,0,0,0,2,0,64354,0,0,2,6.0,4,-9193,1048,10241,45,True,0,115556.0,Ben,Davies,495.0,484.0,571.0,DEF,DEF,DEF,4.5,115556,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,0,4
362694,Luke Shaw,DEF,Man Utd,3.5,0,0,23,0,81.5,398,0.47,0.47,0.0,1.8,18,2,0,11.2,28.8,2023-08-19T16:30:00Z,90,18,0,0,0,0,2,0,2330461,1,0,2,2.0,1,-13923,97719,111642,55,False,0,106760.0,Luke,Shaw,398.0,387.0,443.0,DEF,DEF,DEF,4.5,106760,0,0,3,0,0,1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,1
266523,Pierre-Emile Højbjerg,MID,Spurs,0.0,0,0,4,0,2.1,499,0.01,0.01,0.0,0.35,18,0,0,1.0,7.4,2023-08-19T16:30:00Z,14,14,0,0,0,0,2,0,45916,0,0,2,0.0,1,-10174,967,11141,55,True,0,132015.0,Pierre-Emile,Højbjerg,499.0,490.0,0.0,MID,MID,MID,0.0,132015,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1
157723,Christian Eriksen,MID,Man Utd,1.5,0,0,7,0,1.8,379,0.01,0.01,0.0,0.55,18,1,0,1.3,10.8,2023-08-19T16:30:00Z,24,18,0,0,0,0,2,0,45143,0,0,2,0.0,1,-5767,1961,7728,60,False,0,80607.0,Christian,Eriksen,379.0,370.0,0.0,MID,MID,MID,0.0,80607,0,0,0,2,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1
822237,Manor Solomon,MID,Spurs,0.0,0,0,4,0,0.6,583,0.0,0.0,0.0,0.26,18,0,0,0.4,3.2,2023-08-19T16:30:00Z,2,14,0,0,0,0,2,0,12336,0,0,2,0.0,1,-2368,272,2640,55,True,0,235674.0,Manor,Solomon,583.0,502.0,589.0,MID,MID,MID,5.5,235674,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1
1052898,Destiny Udogie,DEF,Spurs,2.5,0,0,10,1,12.3,519,0.09,0.24,0.15,1.64,18,0,0,6.0,10.2,2023-08-19T16:30:00Z,69,14,0,0,0,0,2,0,207601,1,0,2,37.0,5,8520,16364,7844,45,True,1,487053.0,Destiny,Udogie,519.0,505.0,574.0,DEF,DEF,DEF,4.5,487053,1,0,3,0,0,0,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,12,0,5
212867,Son Heung-min,MID,Spurs,2.0,0,0,20,1,50.8,516,0.38,0.51,0.13,1.99,18,0,0,9.0,18.4,2023-08-19T16:30:00Z,90,14,0,0,0,0,2,0,499228,1,0,2,21.0,3,-7346,56308,63654,90,True,0,85971.0,Son,Heung-min,516.0,503.0,579.0,MID,MID,MID,8.5,85971,0,2,2,1,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,22,0,3
941573,Pedro Porro,DEF,Spurs,2.5,0,0,26,1,17.2,506,0.12,0.22,0.1,1.73,18,0,0,3.6,15.4,2023-08-19T16:30:00Z,87,14,0,0,0,0,2,0,158790,1,0,2,3.0,6,-35402,5884,41286,50,True,0,441164.0,Pedro,Porro,506.0,495.0,568.0,DEF,DEF,DEF,5.5,441164,0,0,3,0,1,1,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,6
750032,Mason Mount,MID,Man Utd,3.0,0,0,9,0,28.0,209,0.03,0.03,0.0,1.74,18,2,0,3.9,11.0,2023-08-19T16:30:00Z,84,18,0,0,0,0,2,0,296832,1,0,2,0.0,2,-32556,8177,40733,70,False,0,184341.0,Mason,Mount,209.0,382.0,455.0,MID,MID,MID,6.0,184341,0,0,0,1,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,2
1073402,Facundo Pellistri Rebollo,MID,Man Utd,1.5,0,0,3,0,1.1,394,0.01,0.01,0.0,0.07,18,0,0,0.7,0.0,2023-08-19T16:30:00Z,5,18,0,0,0,0,2,0,13419,0,0,2,6.0,1,-273,1729,2002,45,False,0,488404.0,Facundo,Pellistri Rebollo,394.0,384.0,0.0,MID,MID,MID,0.0,488404,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,1
1097466,Micky van de Ven,DEF,Spurs,3.5,0,1,28,1,1.1,639,0.01,0.01,0.0,1.99,18,0,0,1.7,15.4,2023-08-19T16:30:00Z,90,14,0,0,0,0,2,0,27392,1,0,2,0.0,7,2771,4751,1980,45,True,0,491279.0,Micky,van de Ven,639.0,506.0,575.0,DEF,DEF,DEF,4.5,491279,0,0,1,1,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,1,7
847983,Lisandro Martínez,DEF,Man Utd,0.0,0,0,12,0,11.5,391,0.01,0.01,0.0,1.8,18,2,0,2.5,13.6,2023-08-19T16:30:00Z,90,18,1,0,0,0,2,0,608208,1,0,2,0.0,-1,-62517,24614,87131,50,False,0,221820.0,Lisandro,Martínez,391.0,380.0,437.0,DEF,DEF,DEF,5.0,221820,0,1,5,2,0,0,6,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13,0,-1
967622,Antony Matheus dos Santos,MID,Man Utd,2.5,0,0,1,0,12.4,372,0.05,0.28,0.23,1.25,18,1,0,3.3,8.0,2023-08-19T16:30:00Z,65,18,0,0,0,0,2,0,116753,1,0,2,13.0,1,-10910,5592,16502,70,False,1,467169.0,Antony Matheus,dos Santos,372.0,365.0,454.0,MID,MID,MID,6.0,467169,0,1,0,2,2,0,4,6,4,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,3
654908,Richarlison de Andrade,MID,Spurs,2.0,0,0,2,1,12.3,509,0.01,0.01,0.0,1.64,18,0,0,2.3,9.0,2023-08-19T16:30:00Z,69,14,0,0,0,0,2,0,363326,1,0,2,2.0,3,-14014,28516,42530,70,True,0,212319.0,Richarlison,de Andrade,509.0,497.0,597.0,MID,FWD,FWD,6.5,212319,0,0,1,0,0,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,2,0,2
696365,Marcus Rashford,MID,Man Utd,3.0,0,0,-4,0,22.3,396,0.05,0.41,0.36,1.74,18,2,0,5.8,5.8,2023-08-19T16:30:00Z,84,18,0,0,0,0,2,0,4383205,1,0,2,30.0,2,-16196,164969,181165,90,False,0,176297.0,Marcus,Rashford,396.0,385.0,451.0,MID,MID,MID,7.0,176297,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,-1,0,2
