fotmob_id,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,code,first_name,second_name,23_id,24_id,25_id,23_position,24_position,25_position,25_cost,opta_id,shots_on_target,fouls_won,clearances,tackles_won,interceptions,blocks,recoveries,tackles,tackles_lost,saves_inside_box,saves_outside_box,penalties_scored,games,abs_cleans_change,abs_goals_scored_change,abs_goals_conceded_change,abs_def_contribution_change,bps_cleans_change,bps_goals_scored_change,bps_goals_conceded_change,bps_fouls_won_change,bps_shot_on_target_change,bps_saves_change,bps_penalties_scored_change,new_bps,new_bonus,new_total_points
1107620,Jarell Quansah,DEF,Liverpool,2.7,0,0,12,0,0.8,626,0.01,0.01,0.0,1.03,257,1,0,1.3,12.4,2024-02-21T19:30:00Z,90,12,0,0,0,0,25,0,19473,1,1,4,0.0,2,2416,5288,2872,40,True,0,441428.0,Jarell,Quansah,626.0,333.0,0.0,DEF,DEF,DEF,0.0,441428,0,1,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13,0,2
860914,Luis Díaz,MID,Liverpool,16.7,0,0,13,0,16.5,303,0.05,1.86,1.81,1.03,257,1,1,15.1,42.4,2024-02-21T19:30:00Z,88,12,0,0,0,0,25,0,1228814,1,1,4,92.0,7,268655,307198,38543,75,True,0,244731.0,Luis,Díaz,303.0,327.0,383.0,MID,MID,MID,8.0,244731,3,4,1,2,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,4,6,0,0,23,0,7
1098780,Teden Mengi,DEF,Luton,-1.1,0,0,8,0,0.0,393,0.0,0.0,0.0,3.31,257,4,0,3.4,32.0,2024-02-21T19:30:00Z,90,11,0,0,0,0,25,0,190001,1,1,4,2.0,0,-2066,8709,10775,39,False,0,244856.0,Teden,Mengi,393.0,0.0,0.0,DEF,0,DEF,0.0,244856,0,0,10,2,1,1,4,6,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,8,0,2
498532,Pelly Ruddock Mpanzu,MID,Luton,-0.3,0,0,4,0,10.7,582,0.0,0.0,0.0,2.21,257,4,0,1.3,2.6,2024-02-21T19:30:00Z,45,11,0,0,0,0,25,0,3686,0,1,4,0.0,1,55,164,109,47,False,0,104047.0,Pelly Ruddock,Mpanzu,582.0,0.0,0.0,MID,0,MID,0.0,104047,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1
901495,Albert Sambi Lokonga,MID,Luton,2.9,0,0,4,0,0.6,21,0.0,0.0,0.0,1.1,257,0,0,0.4,3.8,2024-02-21T19:30:00Z,45,11,0,0,0,0,25,0,3642,1,1,4,0.0,1,78,591,513,49,False,0,437742.0,Albert,Sambi Lokonga,21.0,0.0,29.0,MID,0,MID,4.5,437742,0,2,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,6,0,1
202643,Wataru Endo,MID,Liverpool,3.1,0,0,19,0,39.2,668,0.38,0.38,0.0,1.03,257,1,0,6.3,21.6,2024-02-21T19:30:00Z,90,12,0,0,0,0,25,0,9317,1,1,4,2.0,2,1400,1782,382,54,True,0,158983.0,Wataru,Endo,668.0,320.0,392.0,MID,MID,MID,5.0,158983,0,0,0,1,0,1,6,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,2
131408,Thomas Kaminski,GK,Luton,4.1,0,0,26,0,0.0,614,0.0,0.0,0.0,3.31,257,4,0,7.2,72.2,2024-02-21T19:30:00Z,90,11,0,0,0,0,25,9,86908,1,1,4,0.0,3,3993,14405,10412,45,False,0,54738.0,Thomas,Kaminski,614.0,0.0,0.0,GK,0,GK,0.0,54738,0,0,1,0,0,0,7,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,8,0,34,0,3
1231075,James McConnell,MID,Liverpool,2.3,0,0,2,0,0.1,629,0.0,0.0,0.0,0.0,257,0,0,0.0,0.0,2024-02-21T19:30:00Z,1,12,0,0,0,0,25,0,1736,0,1,4,0.0,1,46,104,58,44,True,0,491501.0,James,McConnell,629.0,330.0,394.0,MID,MID,MID,4.5,491501,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1
568571,Joe Gomez,DEF,Liverpool,4.7,0,0,11,0,15.3,298,0.03,0.07,0.04,1.03,257,1,0,3.0,11.4,2024-02-21T19:30:00Z,90,12,0,0,0,0,25,0,256916,1,1,4,3.0,1,24243,62570,38327,46,True,1,171287.0,Joe,Gomez,298.0,322.0,376.0,DEF,DEF,DEF,5.0,171287,0,0,3,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,1
1296625,Bobby Clark,MID,Liverpool,2.7,0,0,0,0,1.4,627,0.0,0.0,0.0,0.16,257,0,0,1.0,7.0,2024-02-21T19:30:00Z,12,12,0,0,0,0,25,0,2186,0,1,4,2.0,1,46,100,54,44,True,0,491970.0,Bobby,Clark,627.0,315.0,0.0,MID,MID,MID,0.0,491970,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
789509,Gabriel Osho,DEF,Luton,3.7,0,0,8,0,10.1,330,0.0,0.0,0.0,3.31,257,4,0,4.2,29.8,2024-02-21T19:30:00Z,90,11,0,0,0,0,25,0,31659,1,1,4,2.0,0,4297,10172,5875,44,False,0,199056.0,Gabriel,Osho,330.0,0.0,0.0,DEF,0,DEF,0.0,199056,0,0,3,0,1,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0
259301,Jordan Clark,MID,Luton,1.3,0,0,3,0,0.1,320,0.0,0.0,0.0,1.1,257,2,0,0.5,4.4,2024-02-21T19:30:00Z,27,11,0,0,0,0,25,0,1236,0,1,4,0.0,1,-6,242,248,48,False,0,96784.0,Jordan,Clark,320.0,0.0,0.0,MID,0,MID,0.0,96784,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
674009,Chiedozie Ogbene,FWD,Luton,8.9,0,3,40,0,21.1,328,0.06,0.76,0.7,3.31,257,4,1,11.6,50.8,2024-02-21T19:30:00Z,90,11,0,0,0,0,25,0,17980,1,1,4,44.0,9,828,2362,1534,49,False,0,229164.0,Chiedozie,Ogbene,328.0,632.0,0.0,FWD,MID,FWD,0.0,229164,1,3,3,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,45,3,9
963964,Harvey Elliott,MID,Liverpool,10.7,0,3,40,0,91.2,295,0.4,0.69,0.29,1.03,257,1,1,21.5,55.6,2024-02-21T19:30:00Z,90,12,0,0,0,0,25,0,40892,1,1,4,68.0,10,19183,21374,2191,48,True,0,444884.0,Harvey,Elliott,295.0,319.0,389.0,MID,MID,MID,5.5,444884,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,45,3,10
831489,Alexis Mac Allister,MID,Liverpool,10.7,2,1,38,0,59.8,304,0.44,0.44,0.0,1.03,257,1,0,11.1,49.6,2024-02-21T19:30:00Z,88,12,0,0,0,0,25,0,311328,1,1,4,2.0,9,17468,22701,5233,58,True,0,243016.0,Alexis,Mac Allister,304.0,329.0,386.0,MID,MID,MID,6.5,243016,0,1,0,1,2,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,39,1,9
209405,Virgil van Dijk,DEF,Liverpool,7.5,0,0,28,0,1.3,313,0.02,0.15,0.13,1.03,257,1,1,10.1,61.8,2024-02-21T19:30:00Z,90,12,0,0,0,0,25,0,2083756,1,1,4,38.0,8,333788,406417,72629,64,True,0,97032.0,Virgil,van Dijk,313.0,339.0,373.0,DEF,DEF,DEF,6.0,97032,2,1,7,0,0,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,33,0,8
357880,Andrew Robertson,DEF,Liverpool,5.1,1,0,18,0,10.7,307,0.0,0.0,0.0,0.16,257,0,0,3.3,22.4,2024-02-21T19:30:00Z,22,12,0,0,0,0,25,0,474799,0,1,4,0.0,4,160838,172820,11982,64,True,0,122798.0,Andrew,Robertson,307.0,335.0,372.0,DEF,DEF,DEF,6.0,122798,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,4
806552,Cody Gakpo,FWD,Liverpool,9.5,0,0,28,0,12.5,297,0.04,0.88,0.84,1.03,257,1,1,16.3,48.8,2024-02-21T19:30:00Z,90,12,0,0,0,0,25,0,235823,1,1,4,102.0,6,-937,8202,9139,72,True,0,243298.0,Cody,Gakpo,297.0,321.0,384.0,FWD,FWD,MID,7.5,243298,4,4,1,2,0,1,6,2,0,0,0,0,1,0,1,0,0,0,-6,0,4,8,0,0,34,0,7
956683,Ryan Gravenberch,MID,Liverpool,3.1,0,0,6,0,22.8,708,0.12,0.19,0.07,0.88,257,1,0,5.2,18.2,2024-02-21T19:30:00Z,77,12,0,0,0,0,25,0,8005,1,1,4,11.0,2,-36,706,742,50,True,0,441266.0,Ryan,Gravenberch,708.0,323.0,390.0,MID,MID,MID,5.5,441266,1,1,1,2,1,0,5,5,3,0,0,0,1,0,0,0,2,0,0,0,1,2,0,0,9,0,4
751066,Tahith Chong,MID,Luton,3.3,1,0,16,0,12.7,586,0.01,0.03,0.02,2.22,257,2,0,4.4,14.0,2024-02-21T19:30:00Z,62,11,0,0,0,0,25,0,8108,1,1,4,17.0,5,157,448,291,47,False,0,222677.0,Tahith,Chong,586.0,0.0,0.0,MID,0,MID,0.0,222677,1,2,0,0,1,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,20,0,5
1099974,Issa Kaboré,DEF,Luton,-1.5,0,0,0,0,0.7,602,0.23,0.23,0.0,0.57,257,1,0,0.3,0.4,2024-02-21T19:30:00Z,16,11,0,0,0,0,25,0,309643,0,1,4,2.0,0,-10715,4164,14879,40,False,1,476369.0,Issa,Kaboré,602.0,626.0,0.0,DEF,DEF,DEF,0.0,476369,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416696,Jayden Danns,FWD,Liverpool,4.0,0,0,2,0,3.2,824,0.0,0.0,0.0,0.0,257,0,0,0.2,0.0,2024-02-21T19:30:00Z,1,12,0,0,0,0,25,0,0,0,1,4,0.0,1,0,0,0,45,True,0,500058.0,Jayden,Danns,824.0,709.0,398.0,FWD,FWD,FWD,4.5,500058,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
776689,Caoimhin Kelleher,GK,Liverpool,4.7,0,0,13,0,0.0,301,0.01,0.01,0.0,1.03,257,1,0,1.8,18.0,2024-02-21T19:30:00Z,90,12,0,0,0,0,25,2,290756,1,1,4,0.0,2,107248,124976,17728,37,True,0,200720.0,Caoimhin,Kelleher,301.0,325.0,101.0,GK,GK,GK,4.5,200720,0,0,2,0,0,0,7,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,14,0,2
471271,Amari'i Bell,DEF,Luton,2.5,0,0,12,0,11.0,316,0.01,0.01,0.0,3.31,257,4,0,3.0,19.4,2024-02-21T19:30:00Z,90,11,0,0,0,0,25,0,424601,1,1,4,0.0,0,38683,53061,14378,39,False,0,165183.0,Amari'i,Bell,316.0,0.0,0.0,DEF,0,DEF,0.0,165183,0,3,4,1,2,1,5,2,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,15,0,0
1113690,Conor Bradley,DEF,Liverpool,11.5,0,0,22,0,36.0,757,0.21,0.35,0.14,0.88,257,1,0,8.2,20.6,2024-02-21T19:30:00Z,67,12,0,0,0,0,25,0,595514,1,1,4,25.0,2,355836,389386,33550,41,True,0,492777.0,Conor,Bradley,757.0,313.0,375.0,DEF,DEF,DEF,5.0,492777,1,0,1,3,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,24,0,2
956169,Alfie Doughty,DEF,Luton,2.9,0,0,0,0,1.4,321,0.01,0.07,0.06,2.75,257,3,0,1.1,0.0,2024-02-21T19:30:00Z,73,11,0,0,0,0,25,0,995436,1,1,4,11.0,0,116990,172102,55112,46,False,1,244262.0,Alfie,Doughty,321.0,0.0,0.0,DEF,0,DEF,0.0,244262,0,0,0,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215384,Ross Barkley,MID,Luton,8.1,0,0,19,0,24.7,630,0.04,0.11,0.07,3.31,257,4,0,5.7,23.8,2024-02-21T19:30:00Z,90,11,0,0,0,0,25,0,301482,1,1,4,8.0,1,58244,89052,30808,50,False,1,88894.0,Ross,Barkley,630.0,29.0,55.0,MID,MID,MID,5.0,88894,1,3,6,3,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,24,0,1
562725,Carlton Morris,FWD,Luton,10.9,0,0,7,0,12.1,326,0.01,0.01,0.0,3.31,257,4,0,2.1,6.4,2024-02-21T19:30:00Z,90,11,0,0,0,0,25,0,413224,1,1,4,2.0,2,106542,135971,29429,50,False,0,156700.0,Carlton,Morris,326.0,0.0,0.0,FWD,0,FWD,0.0,156700,0,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2
282276,Cauley Woodrow,FWD,Luton,0.1,0,0,3,0,11.0,340,0.01,0.1,0.09,1.79,257,1,0,3.2,13.0,2024-02-21T19:30:00Z,57,11,0,0,0,0,25,0,62265,1,1,4,8.0,0,2495,5465,2970,43,False,1,91046.0,Cauley,Woodrow,340.0,0.0,0.0,FWD,0,FWD,0.0,91046,0,0,4,2,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
166422,Andros Townsend,MID,Luton,-0.3,0,0,4,0,0.5,727,0.01,0.11,0.1,1.53,257,3,0,1.0,3.2,2024-02-21T19:30:00Z,32,11,0,0,0,0,25,0,13346,0,1,4,6.0,1,-1189,1420,2609,50,False,0,60252.0,Andros,Townsend,727.0,0.0,0.0,MID,0,MID,0.0,60252,0,1,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,1
