fotmob_id,name,position,team,xP,assists,bonus,bps,clean_sheets,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,minutes,modified,own_goals,penalties_missed,penalties_saved,red_cards,saves,starts,total_points,yellow_cards,fpl_id,first_name,second_name,23_id,24_id,25_id,23_position,24_position,25_position,25_cost,opta_id,shots_on_target,fouls_won,clearances,tackles_won,interceptions,blocks,recoveries,tackles,tackles_lost,saves_inside_box,saves_outside_box,penalties_scored,games,abs_cleans_change,abs_goals_scored_change,abs_goals_conceded_change,abs_def_contribution_change,bps_cleans_change,bps_goals_scored_change,bps_goals_conceded_change,bps_fouls_won_change,bps_shot_on_target_change,bps_saves_change,bps_penalties_scored_change,new_bps,new_bonus,new_total_points,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,value,PPM,PPMPM,new_value,new_PPM,new_PPMPM,total_points_change,bps_change,bonus_change,position_changed
696443,Issa Diop,DEF,Fulham,20.9,0,0,146,1,0.07,0.58,0.51,19.98,19,0,1334,0,1,0,0,0,0,15,31,2,219924.0,Issa,Diop,271.0,245.0,320.0,DEF,DEF,DEF,4.5,219924.0,2.0,4.0,70.0,12.0,9.0,7.0,45.0,26.0,14.0,0.0,0.0,0.0,21,0,0,0,10,0,0,0,0,0,0.0,0.0,146.0,0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.476,0.286,9,1.952,0.429,10,0.0,0,False
696646,Axel Disasi,DEF,Aston Villa Chelsea,17.5,0,0,133,3,0.37,0.74,0.37,16.7,12,1,851,0,0,0,0,0,0,9,33,3,220362.0,Axel,Disasi,611.0,167.0,0.0,DEF,DEF,DEF,0.0,220362.0,1.0,2.0,28.0,9.0,7.0,2.0,30.0,15.0,6.0,0.0,0.0,0.0,13,0,0,0,2,0,0,0,0,0,0.0,0.0,133.0,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.538,0.0,0,2.692,0.0,2,0.0,0,False
704523,Christopher Nkunku,MID,Chelsea,61.6,2,5,190,2,1.01,6.12,5.11,16.25,16,3,904,0,0,0,0,0,0,9,60,2,213198.0,Christopher,Nkunku,212.0,181.0,240.0,FWD,MID,MID,6.0,213198.0,12.0,11.0,9.0,8.0,7.0,2.0,29.0,12.0,4.0,0.0,0.0,0.0,27,0,0,0,0,0,0,0,0,0,0.0,0.0,190.0,5,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2.222,0.37,10,2.222,0.37,0,0.0,0,False
706297,Jean-Philippe Mateta,FWD,Crystal Palace,128.9,2,27,576,9,2.28,16.05,13.77,37.94,37,14,2642,0,0,0,0,0,0,33,150,2,231747.0,Jean-Philippe,Mateta,232.0,207.0,283.0,FWD,FWD,FWD,7.5,231747.0,33.0,28.0,22.0,12.0,2.0,4.0,68.0,18.0,6.0,0.0,0.0,2.0,37,0,0,0,0,0,0,0,0,0,0.0,-24.0,552.0,27,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,4.054,0.541,20,4.054,0.541,0,-24.0,0,False
708890,Carlos Soler,MID,West Ham,38.7,1,2,216,2,1.93,3.78,1.85,28.62,25,1,1394,0,0,0,0,0,0,14,47,6,224860.0,Carlos,Soler,0.0,654.0,0.0,0,MID,MID,0.0,224860.0,9.0,19.0,19.0,11.0,8.0,6.0,64.0,16.0,5.0,0.0,0.0,0.0,31,0,0,0,0,0,0,0,0,0,0.0,0.0,216.0,2,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.516,0.0,0,1.516,0.0,0,0.0,0,False
710158,James Justin,DEF,Leicester,48.0,2,6,218,3,0.8,2.27,1.47,63.68,68,2,2912,0,0,0,0,0,0,34,70,6,220627.0,James,Justin,0.0,295.0,0.0,0,DEF,DEF,0.0,220627.0,7.0,44.0,115.0,37.0,46.0,17.0,88.0,58.0,21.0,0.0,0.0,0.0,36,0,0,0,12,0,0,0,0,0,0.0,0.0,218.0,8,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.944,0.0,0,2.333,0.0,14,0.0,2,False
710159,Ezri Konsa Ngoyo,DEF,Aston Villa,88.4,0,10,448,8,0.61,1.9,1.29,43.82,45,2,2936,0,0,0,0,0,0,33,103,1,199798.0,Ezri,Konsa Ngoyo,48.0,44.0,38.0,DEF,DEF,DEF,4.5,199798.0,5.0,47.0,107.0,18.0,24.0,11.0,97.0,34.0,16.0,0.0,0.0,0.0,34,0,0,0,2,0,0,0,0,0,0.0,0.0,448.0,11,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,3.029,0.647,23,3.118,0.676,3,0.0,1,False
711357,Ethan Pinnock,DEF,Brentford,43.3,0,0,233,2,0.64,1.72,1.08,34.33,35,2,1912,0,1,0,0,0,0,21,47,2,231065.0,Ethan,Pinnock,112.0,104.0,111.0,DEF,DEF,DEF,4.5,231065.0,6.0,4.0,139.0,19.0,24.0,18.0,50.0,35.0,16.0,0.0,0.0,0.0,22,0,0,0,20,0,0,0,0,0,0.0,0.0,233.0,0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2.136,0.455,14,3.045,0.636,20,0.0,0,False
719219,Konstantinos Mavropanos,DEF,West Ham,39.5,0,4,234,2,0.39,2.0,1.61,37.11,39,0,2035,0,0,0,0,1,0,21,45,4,233963.0,Konstantinos,Mavropanos,676.0,528.0,606.0,DEF,DEF,DEF,4.5,233963.0,5.0,16.0,123.0,24.0,40.0,18.0,77.0,35.0,11.0,0.0,0.0,0.0,33,0,0,0,16,0,0,0,0,0,0.0,0.0,234.0,3,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1.364,0.303,13,1.818,0.394,15,0.0,-1,False
719330,Dean Henderson,GK,Crystal Palace,121.5,0,8,466,11,0.02,0.03,0.01,50.33,51,0,3420,0,0,0,1,0,104,38,135,3,172649.0,Dean,Henderson,385.0,201.0,253.0,GK,GK,GK,5.0,172649.0,0.0,2.0,40.0,1.0,0.0,0.0,290.0,2.0,1.0,75.0,29.0,0.0,38,0,0,0,0,0,0,0,0,0,75.0,0.0,541.0,13,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,3.553,0.711,28,3.684,0.737,5,75.0,5,False
724306,Yves Bissouma,MID,Spurs,45.6,0,4,258,3,0.48,1.12,0.64,26.38,28,2,1396,0,0,0,0,0,0,16,50,7,227127.0,Yves,Bissouma,493.0,482.0,587.0,MID,MID,MID,5.5,227127.0,4.0,18.0,35.0,31.0,18.0,6.0,85.0,49.0,18.0,0.0,0.0,0.0,28,0,0,0,10,0,0,0,0,0,0.0,0.0,258.0,4,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1.786,0.321,10,2.143,0.357,10,0.0,0,False
724436,Sergio Reguilón,DEF,Spurs,1.6,0,0,20,0,0.24,0.36,0.12,2.47,3,0,194,0,0,0,0,0,0,1,2,2,199249.0,Sergio,Reguilón,508.0,496.0,0.0,DEF,DEF,DEF,0.0,199249.0,0.0,6.0,6.0,3.0,4.0,0.0,14.0,4.0,1.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,20.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0,0.5,0.0,0,0.0,0,False
729731,Matty Cash,DEF,Aston Villa,57.9,1,2,286,7,1.23,1.71,0.48,28.64,22,1,2069,0,0,0,0,0,0,24,76,7,199796.0,Matty,Cash,36.0,32.0,36.0,DEF,DEF,DEF,4.5,199796.0,6.0,20.0,58.0,32.0,23.0,8.0,81.0,56.0,24.0,0.0,0.0,0.0,27,0,0,0,0,0,0,0,0,0,0.0,0.0,286.0,2,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.815,0.593,16,2.815,0.593,0,0.0,0,False
729769,Tyler Adams,MID,Bournemouth,47.8,3,1,315,6,0.76,2.09,1.33,29.26,30,0,1959,0,0,0,0,0,0,21,58,7,200785.0,Tyler,Adams,673.0,60.0,85.0,MID,MID,MID,5.0,200785.0,2.0,21.0,37.0,50.0,32.0,10.0,114.0,83.0,33.0,0.0,0.0,0.0,28,0,0,0,22,0,0,0,0,0,0.0,0.0,315.0,2,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.071,0.393,16,2.893,0.571,23,0.0,1,False
731855,Mark Travers,GK,Bournemouth,5.7,0,1,76,1,0.01,0.01,0.0,7.36,5,0,450,0,0,0,0,0,20,5,19,0,229600.0,Mark,Travers,88.0,84.0,288.0,GK,GK,GK,4.5,229600.0,0.0,1.0,9.0,0.0,0.0,0.0,35.0,0.0,0.0,12.0,8.0,0.0,5,0,0,0,0,0,0,0,0,0,12.0,0.0,88.0,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.8,0.8,4,4.0,0.8,1,12.0,1,False
734042,Kyle Walker-Peters,DEF,Southampton,29.2,3,3,240,2,2.3,3.14,0.85,76.26,77,0,2918,0,0,0,0,0,0,33,54,5,158534.0,Kyle,Walker-Peters,0.0,476.0,659.0,0,DEF,DEF,4.5,158534.0,6.0,52.0,75.0,29.0,19.0,15.0,135.0,44.0,15.0,0.0,0.0,0.0,33,0,0,0,4,0,0,0,0,0,0.0,0.0,240.0,3,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1.636,0.364,12,1.758,0.364,4,0.0,0,False
737066,Erling Haaland,FWD,Man City,175.0,3,26,795,10,2.04,23.94,21.9,41.27,38,22,2736,0,0,1,0,0,0,31,181,2,223094.0,Erling,Haaland,355.0,351.0,430.0,FWD,FWD,FWD,14.0,223094.0,60.0,13.0,22.0,6.0,5.0,1.0,34.0,11.0,5.0,0.0,0.0,3.0,31,0,0,0,0,0,0,0,0,0,0.0,-36.0,759.0,26,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,5.839,0.387,12,5.839,0.387,0,-36.0,0,False
746395,Aaron Ramsdale,GK,Southampton,52.3,0,11,315,3,0.04,0.04,0.0,66.34,66,0,2700,0,0,0,2,0,125,30,97,2,225321.0,Aaron,Ramsdale,17.0,14.0,674.0,GK,GK,GK,5.0,225321.0,0.0,4.0,28.0,0.0,2.0,0.0,245.0,0.0,0.0,80.0,45.0,0.0,30,0,0,0,0,0,0,0,0,0,80.0,0.0,395.0,14,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,3.233,0.633,20,3.333,0.667,3,80.0,3,False
748382,Reiss Nelson,MID,Arsenal Fulham,22.0,1,2,143,1,0.96,2.03,1.07,6.13,9,1,483,0,0,0,0,0,0,5,27,1,200641.0,Reiss,Nelson,578.0,10.0,27.0,MID,MID,MID,5.0,200641.0,6.0,10.0,2.0,6.0,5.0,0.0,29.0,9.0,3.0,0.0,0.0,0.0,12,0,0,0,0,0,0,0,0,0,0.0,0.0,143.0,3,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.25,0.417,5,2.333,0.417,1,0.0,1,False
749736,Kai Havertz,FWD,Arsenal,89.9,3,14,343,7,1.65,11.18,9.53,19.32,20,9,1872,0,0,0,0,0,0,21,97,5,219847.0,Kai,Havertz,6.0,4.0,30.0,MID,FWD,FWD,7.5,219847.0,21.0,23.0,32.0,9.0,6.0,4.0,41.0,16.0,7.0,0.0,0.0,0.0,23,0,0,0,0,0,0,0,0,0,0.0,0.0,343.0,14,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,4.217,0.522,12,4.217,0.522,0,0.0,0,False
750032,Mason Mount,MID,Man Utd,16.7,0,0,74,3,0.57,3.94,3.37,8.24,11,1,613,0,0,0,0,0,0,8,25,3,184341.0,Mason,Mount,209.0,382.0,455.0,MID,MID,MID,6.0,184341.0,9.0,9.0,4.0,5.0,4.0,1.0,18.0,15.0,10.0,0.0,0.0,0.0,17,0,0,0,0,0,0,0,0,0,0.0,0.0,74.0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.471,0.235,4,1.471,0.235,0,0.0,0,False
750033,George Hirst,FWD,Ipswich,31.5,1,3,157,0,0.24,2.38,2.14,15.41,16,3,645,0,0,0,0,0,0,5,46,3,222625.0,George,Hirst,0.0,272.0,0.0,0,FWD,FWD,0.0,222625.0,7.0,12.0,10.0,3.0,2.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,26,0,0,0,0,0,0,0,0,0,0.0,0.0,157.0,3,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.769,0.0,0,1.769,0.0,0,0.0,0,False
751550,Diogo Dalot Teixeira,DEF,Man Utd,86.3,4,9,352,8,2.35,4.31,1.96,46.95,45,0,2812,0,0,0,0,0,0,31,95,5,216051.0,Diogo,Dalot Teixeira,377.0,369.0,440.0,DEF,DEF,DEF,4.5,216051.0,5.0,9.0,64.0,40.0,37.0,9.0,167.0,68.0,28.0,0.0,0.0,0.0,33,0,0,0,0,0,0,0,0,0,0.0,0.0,352.0,9,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2.879,0.636,21,2.879,0.636,0,0.0,0,False
751649,Jack Harrison,MID,Everton,64.5,3,4,291,7,3.12,6.66,3.54,31.23,27,1,2068,0,0,0,0,0,0,24,81,0,221399.0,Jack,Harrison,661.0,224.0,352.0,MID,MID,MID,5.5,221399.0,7.0,28.0,31.0,22.0,10.0,2.0,73.0,32.0,10.0,0.0,0.0,0.0,34,0,0,0,2,0,0,0,0,0,0.0,0.0,291.0,6,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2.382,0.412,15,2.5,0.441,4,0.0,2,False
754126,Kevin Danso,DEF,Spurs,14.7,0,0,104,1,0.12,0.52,0.4,17.19,18,0,842,0,0,0,0,0,0,9,16,0,135720.0,Kevin,Danso,0.0,767.0,570.0,0,DEF,DEF,4.5,135720.0,3.0,13.0,70.0,5.0,6.0,14.0,27.0,7.0,2.0,0.0,0.0,0.0,10,0,0,0,8,0,0,0,0,0,0.0,0.0,104.0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.6,0.3,5,2.4,0.5,8,0.0,0,False
759580,Stephy Mavididi,MID,Leicester,45.0,1,5,270,1,3.25,5.1,1.85,36.71,38,4,1606,0,0,0,0,0,0,16,72,2,154048.0,Stephy,Mavididi,0.0,298.0,0.0,0,MID,MID,0.0,154048.0,7.0,18.0,13.0,19.0,11.0,2.0,83.0,34.0,15.0,0.0,0.0,0.0,30,0,0,0,0,0,0,0,0,0,0.0,0.0,270.0,5,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.4,0.0,0,2.4,0.0,0,0.0,0,False
760320,Aaron Wan-Bissaka,DEF,West Ham,106.4,6,15,496,6,2.75,3.93,1.18,56.95,59,2,3154,0,1,0,0,0,0,35,118,1,214590.0,Aaron,Wan-Bissaka,401.0,388.0,610.0,DEF,DEF,DEF,4.5,214590.0,5.0,27.0,111.0,49.0,66.0,11.0,174.0,70.0,21.0,0.0,0.0,0.0,36,0,0,0,12,0,0,0,0,0,0.0,0.0,496.0,15,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,3.278,0.722,28,3.611,0.778,12,0.0,0,False
760329,Nathan Broadhead,MID,Ipswich,17.3,0,1,137,2,1.05,2.79,1.74,11.72,12,2,690,0,0,0,0,0,0,7,37,1,173818.0,Nathan,Broadhead,0.0,262.0,0.0,0,MID,MID,0.0,173818.0,8.0,13.0,5.0,4.0,4.0,1.0,32.0,9.0,5.0,0.0,0.0,0.0,18,0,0,0,0,0,0,0,0,0,0.0,0.0,137.0,2,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.056,0.0,0,2.111,0.0,1,0.0,1,False
760359,Harvey Barnes,MID,Newcastle,110.4,5,13,442,6,4.4,10.85,6.45,24.32,23,9,1746,0,0,0,0,0,0,17,130,0,201666.0,Harvey,Barnes,603.0,392.0,487.0,MID,MID,MID,6.5,201666.0,21.0,22.0,11.0,9.0,6.0,2.0,55.0,16.0,7.0,0.0,0.0,0.0,33,0,0,0,0,0,0,0,0,0,0.0,0.0,442.0,16,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,3.939,0.606,20,4.03,0.606,3,0.0,3,False
760712,Trent Alexander-Arnold,DEF,Liverpool,175.2,7,13,603,12,7.2,9.01,1.81,21.67,25,3,2362,0,0,0,0,0,0,28,148,5,169187.0,Trent,Alexander-Arnold,290.0,311.0,0.0,DEF,DEF,DEF,0.0,169187.0,8.0,9.0,48.0,50.0,31.0,9.0,132.0,72.0,22.0,0.0,0.0,0.0,33,0,0,0,6,0,0,0,0,0,0.0,0.0,603.0,13,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.485,0.0,0,4.667,0.0,6,0.0,0,False
760752,Arijanet Muric,GK,Ipswich,41.6,0,5,186,1,0.01,0.01,0.0,36.12,33,0,1620,0,0,0,0,0,70,18,49,1,232917.0,Arijanet,Muric,172.0,568.0,0.0,GK,GK,GK,0.0,232917.0,0.0,4.0,20.0,0.0,0.0,0.0,176.0,0.0,0.0,48.0,21.0,0.0,18,0,0,0,0,0,0,0,0,0,48.0,0.0,234.0,5,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.722,0.0,0,2.722,0.0,0,48.0,0,False
765693,Orel Mangala,MID,Everton,35.7,0,0,175,5,0.59,1.72,1.13,16.64,10,1,1257,0,0,0,0,0,0,14,39,2,179519.0,Orel,Mangala,453.0,651.0,0.0,MID,MID,MID,0.0,179519.0,6.0,17.0,21.0,8.0,21.0,3.0,49.0,16.0,8.0,0.0,0.0,0.0,19,0,0,0,2,0,0,0,0,0,0.0,0.0,175.0,0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.053,0.0,0,2.158,0.0,2,0.0,0,False
766435,Lucas Tolentino Coelho de Lima,MID,West Ham,64.7,1,5,375,4,3.36,8.72,5.36,43.32,50,4,2374,0,0,0,0,0,0,27,80,10,224024.0,Lucas,Tolentino Coelho de Lima,539.0,527.0,612.0,MID,MID,MID,6.0,224024.0,6.0,62.0,34.0,37.0,18.0,4.0,149.0,66.0,29.0,0.0,0.0,2.0,33,0,0,0,12,0,0,0,0,0,0.0,-12.0,363.0,2,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2.424,0.394,14,2.697,0.424,9,-12.0,-3,False
766611,Nikola Milenković,DEF,Nott'm Forest,131.9,2,2,499,13,0.73,4.78,4.05,48.95,45,5,3330,0,0,0,0,0,0,37,145,4,227444.0,Nikola,Milenković,0.0,573.0,505.0,0,DEF,DEF,5.5,227444.0,8.0,5.0,208.0,29.0,27.0,24.0,85.0,51.0,22.0,0.0,0.0,0.0,37,0,0,0,26,0,0,0,0,0,0.0,0.0,499.0,3,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,3.919,0.703,31,4.649,0.838,27,0.0,1,False
768331,Igor Julio dos Santos de Paulo,DEF,Brighton Brentford,18.1,0,0,145,1,0.29,0.47,0.18,20.75,21,0,1126,0,0,0,0,0,0,11,27,4,223434.0,Igor Julio,dos Santos de Paulo,606.0,128.0,149.0,DEF,DEF,DEF,4.5,223434.0,0.0,6.0,38.0,5.0,4.0,14.0,42.0,5.0,0.0,0.0,0.0,0.0,21,0,0,0,0,0,0,0,0,0,0.0,0.0,145.0,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.286,0.286,6,1.286,0.286,0,0.0,0,False
769166,Jean-Ricner Bellegarde,MID,Wolves,73.1,7,5,332,6,2.74,4.2,1.46,26.55,31,2,1666,0,0,0,0,0,0,20,90,3,231057.0,Jean-Ricner,Bellegarde,715.0,535.0,644.0,MID,MID,MID,5.5,231057.0,5.0,47.0,17.0,24.0,10.0,3.0,62.0,39.0,15.0,0.0,0.0,0.0,35,0,0,0,0,0,0,0,0,0,0.0,0.0,332.0,5,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.571,0.457,16,2.571,0.457,0,0.0,0,False
769895,Matthijs de Ligt,DEF,Man Utd,62.8,0,3,312,4,0.25,2.73,2.48,38.53,36,2,2119,0,0,0,0,0,0,25,68,3,209365.0,Matthijs,de Ligt,0.0,593.0,436.0,0,DEF,DEF,5.0,209365.0,10.0,12.0,91.0,22.0,33.0,21.0,68.0,30.0,8.0,0.0,0.0,0.0,29,0,0,0,12,0,0,0,0,0,0.0,0.0,312.0,3,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2.345,0.448,16,2.759,0.552,12,0.0,0,False
770267,Ben Johnson,DEF,Ipswich,9.3,2,2,23,0,0.83,1.89,1.06,37.89,39,1,1346,0,0,0,0,1,0,14,30,3,222018.0,Ben,Johnson,536.0,275.0,0.0,DEF,DEF,DEF,0.0,222018.0,3.0,6.0,53.0,22.0,13.0,5.0,57.0,38.0,16.0,0.0,0.0,0.0,23,0,0,0,4,0,0,0,0,0,0.0,0.0,23.0,2,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.304,0.0,0,1.478,0.0,4,0.0,0,False
771294,Ismaïla Sarr,MID,Crystal Palace,127.3,7,14,542,10,6.82,17.64,10.82,38.63,39,8,2708,0,0,0,0,0,0,30,149,4,232185.0,Ismaïla,Sarr,0.0,585.0,267.0,0,MID,MID,6.5,232185.0,29.0,56.0,38.0,10.0,9.0,8.0,113.0,22.0,12.0,0.0,0.0,0.0,38,0,0,0,2,0,0,0,0,0,0.0,0.0,542.0,14,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,3.921,0.579,23,3.974,0.605,2,0.0,0,False
773991,Ryan Sessegnon,DEF,Fulham,38.4,2,5,137,1,1.12,2.76,1.64,8.2,10,4,574,0,0,0,0,0,0,7,57,1,184349.0,Ryan,Sessegnon,514.0,579.0,328.0,DEF,DEF,MID,5.5,184349.0,8.0,4.0,13.0,13.0,3.0,1.0,30.0,27.0,14.0,0.0,0.0,0.0,16,-3,-4,2,4,-12,24,40,0,0,0.0,0.0,189.0,6,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3.562,0.625,10,3.562,0.625,0,52.0,1,True
774448,Ferdi Kadioglu,DEF,Brighton,11.3,0,0,59,2,0.31,0.75,0.44,9.44,8,1,385,0,0,0,0,0,0,5,19,1,231416.0,Ferdi,Kadioglu,0.0,628.0,148.0,0,DEF,DEF,4.5,231416.0,1.0,3.0,17.0,6.0,8.0,2.0,14.0,10.0,4.0,0.0,0.0,0.0,6,0,0,0,2,0,0,0,0,0,0.0,0.0,59.0,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.167,0.667,4,3.5,0.667,2,0.0,0,False
775539,Noussair Mazraoui,DEF,Man Utd,78.7,1,5,410,7,1.87,2.56,0.69,46.26,43,0,2836,0,0,0,0,0,0,34,88,3,230001.0,Noussair,Mazraoui,0.0,594.0,438.0,0,DEF,DEF,5.0,230001.0,3.0,25.0,83.0,68.0,34.0,9.0,149.0,115.0,47.0,0.0,0.0,0.0,37,0,0,0,18,0,0,0,0,0,0.0,0.0,410.0,6,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2.378,0.459,21,2.892,0.568,19,0.0,1,False
775614,Ryan Yates,MID,Nott'm Forest,63.4,2,3,306,6,0.47,2.88,2.41,27.84,27,2,1901,0,0,0,0,0,0,18,67,10,204968.0,Ryan,Yates,470.0,449.0,522.0,MID,MID,MID,5.0,204968.0,9.0,49.0,60.0,21.0,26.0,10.0,104.0,42.0,21.0,0.0,0.0,0.0,35,0,0,0,10,0,0,0,0,0,0.0,0.0,306.0,3,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1.914,0.371,15,2.2,0.429,10,0.0,0,False
776151,Benjamin White,DEF,Arsenal,54.4,2,0,211,5,1.3,1.76,0.46,16.88,13,0,1195,0,0,0,0,0,0,13,50,2,198869.0,Benjamin,White,29.0,24.0,11.0,DEF,DEF,DEF,5.5,198869.0,2.0,5.0,38.0,14.0,16.0,8.0,37.0,20.0,6.0,0.0,0.0,0.0,17,0,0,0,4,0,0,0,0,0,0.0,0.0,211.0,0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2.941,0.529,9,3.176,0.529,4,0.0,0,False
776159,Ross Stewart,FWD,Southampton,3.3,0,3,59,1,0.04,1.19,1.15,9.55,9,1,382,0,0,0,0,0,0,4,20,1,230348.0,Ross,Stewart,0.0,473.0,0.0,0,FWD,FWD,0.0,230348.0,2.0,7.0,6.0,4.0,1.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,12,0,0,0,0,0,0,0,0,0,0.0,0.0,59.0,4,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.667,0.0,0,1.75,0.0,1,0.0,1,False
776689,Caoimhin Kelleher,GK,Liverpool,40.1,0,1,156,4,0.0,0.0,0.0,11.09,12,0,900,0,0,0,1,0,27,10,45,0,200720.0,Caoimhin,Kelleher,301.0,325.0,101.0,GK,GK,GK,4.5,200720.0,0.0,3.0,3.0,0.0,0.0,0.0,79.0,0.0,0.0,16.0,11.0,0.0,10,0,0,0,0,0,0,0,0,0,16.0,0.0,172.0,4,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4.5,1.0,10,4.8,1.0,3,16.0,3,False
783505,Edson Álvarez Velázquez,MID,West Ham,24.9,1,0,221,3,0.89,1.28,0.39,30.15,31,0,1769,0,0,0,0,1,0,20,40,7,213999.0,Edson,Álvarez Velázquez,642.0,511.0,616.0,MID,MID,MID,5.0,213999.0,1.0,18.0,41.0,27.0,18.0,8.0,88.0,50.0,23.0,0.0,0.0,0.0,28,0,0,0,10,0,0,0,0,0,0.0,0.0,221.0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1.429,0.286,10,1.786,0.357,10,0.0,0,False
784510,Federico Chiesa,MID,Liverpool,6.8,0,0,16,0,0.15,0.49,0.34,2.8,3,0,103,0,0,0,0,0,0,1,7,0,223541.0,Federico,Chiesa,0.0,636.0,385.0,0,MID,MID,6.5,223541.0,2.0,2.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,16.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.167,0.167,1,1.167,0.167,0,0.0,0,False
785411,Marcos Senesi,DEF,Bournemouth,22.4,0,3,114,2,0.48,1.32,0.84,14.76,17,0,1103,0,0,0,0,0,0,13,31,5,221466.0,Marcos,Senesi,83.0,79.0,72.0,DEF,DEF,DEF,4.5,221466.0,0.0,8.0,58.0,21.0,14.0,7.0,71.0,39.0,18.0,0.0,0.0,0.0,17,0,0,0,8,0,0,0,0,0,0.0,0.0,114.0,3,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.824,0.353,8,2.294,0.471,8,0.0,0,False
786580,Marshall Munetsi,MID,Wolves,37.6,2,4,134,5,1.08,4.39,3.32,14.59,11,2,1077,0,0,0,0,0,0,12,50,0,433312.0,Marshall,Munetsi,0.0,770.0,648.0,0,MID,MID,5.5,433312.0,7.0,10.0,17.0,10.0,6.0,1.0,35.0,24.0,14.0,0.0,0.0,0.0,14,0,0,0,2,0,0,0,0,0,0.0,0.0,134.0,5,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3.571,0.643,9,3.786,0.643,3,0.0,1,False
789066,Cristian Romero,DEF,Spurs,49.9,1,3,245,3,0.81,2.33,1.52,19.31,22,1,1416,0,0,0,0,0,0,18,49,3,221632.0,Cristian,Romero,511.0,498.0,569.0,DEF,DEF,DEF,5.0,221632.0,8.0,12.0,52.0,29.0,21.0,3.0,90.0,35.0,6.0,0.0,0.0,0.0,18,0,0,0,4,0,0,0,0,0,0.0,0.0,245.0,4,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2.722,0.5,10,3.0,0.556,5,0.0,1,False
