fotmob_id,name,position,team,xP,assists,bonus,bps,clean_sheets,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,minutes,modified,own_goals,penalties_missed,penalties_saved,red_cards,saves,starts,total_points,yellow_cards,fpl_id,first_name,second_name,23_id,24_id,25_id,23_position,24_position,25_position,25_cost,opta_id,shots_on_target,fouls_won,clearances,tackles_won,interceptions,blocks,recoveries,tackles,tackles_lost,saves_inside_box,saves_outside_box,penalties_scored,games,abs_cleans_change,abs_goals_scored_change,abs_goals_conceded_change,abs_def_contribution_change,bps_cleans_change,bps_goals_scored_change,bps_goals_conceded_change,bps_fouls_won_change,bps_shot_on_target_change,bps_saves_change,bps_penalties_scored_change,new_bps,new_bonus,new_total_points,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,value,PPM,PPMPM,new_value,new_PPM,new_PPMPM,total_points_change,bps_change,bonus_change,position_changed
789502,Morgan Gibbs-White,MID,Nott'm Forest,128.4,11,18,594,13,4.68,10.99,6.31,41.21,34,7,2806,0,0,0,0,1,0,34,154,9,222531.0,Morgan,Gibbs-White,447.0,433.0,515.0,MID,MID,MID,7.5,222531.0,22.0,40.0,29.0,22.0,23.0,5.0,127.0,43.0,21.0,0.0,0.0,0.0,34,0,0,0,2,0,0,0,0,0,0.0,0.0,594.0,22,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,4.529,0.588,21,4.706,0.618,6,0.0,4,False
789507,Jack Taylor,MID,Ipswich,24.2,0,1,144,0,0.77,1.52,0.75,16.28,21,1,837,0,0,0,0,0,0,4,38,4,231899.0,Jack,Taylor,0.0,281.0,0.0,0,MID,MID,0.0,231899.0,4.0,5.0,21.0,10.0,9.0,3.0,53.0,20.0,10.0,0.0,0.0,0.0,32,0,0,0,2,0,0,0,0,0,0.0,0.0,144.0,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.188,0.0,0,1.25,0.0,2,0.0,0,False
789571,Robert Sánchez,GK,Chelsea,102.9,0,11,470,10,0.02,0.02,0.0,38.55,34,0,2880,0,0,0,1,0,95,32,126,5,215059.0,Robert,Sánchez,145.0,185.0,220.0,GK,GK,GK,5.0,215059.0,0.0,4.0,36.0,0.0,2.0,0.0,288.0,0.0,0.0,63.0,32.0,0.0,32,0,0,0,0,0,0,0,0,0,63.0,0.0,533.0,11,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,3.938,0.781,25,3.938,0.781,0,63.0,0,False
789578,Dara O'Shea,DEF,Ipswich,38.8,2,1,231,2,0.67,1.96,1.29,67.13,75,0,3122,0,0,0,0,0,0,35,49,6,216616.0,Dara,O'Shea,173.0,630.0,0.0,DEF,DEF,DEF,0.0,216616.0,2.0,26.0,218.0,31.0,33.0,50.0,110.0,49.0,18.0,0.0,0.0,0.0,35,0,0,0,34,0,0,0,0,0,0.0,0.0,231.0,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4,0.0,0,2.371,0.0,34,0.0,0,False
789630,Marcus Tavernier,MID,Bournemouth,77.0,7,4,362,4,3.65,9.16,5.51,25.42,29,3,1932,0,0,0,0,0,0,20,87,6,201658.0,Marcus,Tavernier,86.0,83.0,84.0,MID,MID,MID,5.5,201658.0,17.0,28.0,9.0,24.0,5.0,3.0,119.0,43.0,19.0,0.0,0.0,0.0,29,0,0,0,4,0,0,0,0,0,0.0,0.0,362.0,4,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3.0,0.517,16,3.138,0.552,4,0.0,0,False
792645,Pau Torres,DEF,Aston Villa,46.2,0,3,254,5,0.43,0.94,0.51,29.69,33,0,2019,0,0,0,0,0,0,23,55,2,244954.0,Pau,Torres,584.0,52.0,41.0,DEF,DEF,DEF,4.5,244954.0,3.0,7.0,74.0,15.0,10.0,11.0,62.0,21.0,6.0,0.0,0.0,0.0,24,0,0,0,2,0,0,0,0,0,0.0,0.0,254.0,4,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2.292,0.5,12,2.417,0.5,3,0.0,1,False
793907,Trevoh Chalobah,DEF,Crystal Palace Chelsea,61.9,1,11,379,6,0.64,2.62,1.98,27.15,25,3,1969,0,0,0,0,0,0,23,93,3,180736.0,Trevoh,Chalobah,194.0,159.0,226.0,DEF,DEF,DEF,5.0,180736.0,7.0,22.0,104.0,23.0,29.0,12.0,85.0,31.0,8.0,0.0,0.0,0.0,25,0,0,0,18,0,0,0,0,0,0.0,0.0,379.0,12,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,3.72,0.72,22,4.48,0.88,19,0.0,1,False
794253,Justin Kluivert,MID,Bournemouth,139.6,6,14,532,13,3.66,13.71,10.05,32.6,29,12,2339,0,0,0,0,0,0,29,158,8,222683.0,Justin,Kluivert,72.0,71.0,81.0,MID,MID,MID,7.0,222683.0,29.0,33.0,23.0,11.0,14.0,0.0,78.0,23.0,12.0,0.0,0.0,6.0,34,0,0,0,0,0,0,0,0,0,0.0,-36.0,496.0,12,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,4.647,0.647,22,4.588,0.647,-2,-36.0,-2,False
794427,João Félix Sequeira,MID,Chelsea,21.8,2,0,90,1,0.45,2.75,2.3,5.96,4,1,362,0,0,0,0,0,0,3,24,2,428399.0,João,Félix Sequeira,0.0,621.0,0.0,0,MID,MID,0.0,428399.0,6.0,17.0,2.0,3.0,3.0,0.0,22.0,8.0,5.0,0.0,0.0,0.0,12,0,0,0,0,0,0,0,0,0,0.0,0.0,90.0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0,2.0,0.0,0,0.0,0,False
795179,Gabriel dos Santos Magalhães,DEF,Arsenal,124.3,2,9,459,10,1.21,3.91,2.7,23.09,22,3,2363,0,0,0,0,0,0,28,117,4,226597.0,Gabriel,dos Santos Magalhães,5.0,3.0,5.0,DEF,DEF,DEF,6.0,226597.0,5.0,19.0,89.0,15.0,16.0,29.0,63.0,25.0,10.0,0.0,0.0,0.0,28,0,0,0,4,0,0,0,0,0,0.0,0.0,459.0,10,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,4.179,0.679,20,4.357,0.714,5,0.0,1,False
795371,Ibrahim Sangaré,MID,Nott'm Forest,19.4,1,0,107,2,0.21,0.23,0.02,8.41,6,0,584,0,0,0,0,0,0,7,20,3,210462.0,Ibrahim,Sangaré,713.0,442.0,521.0,MID,MID,MID,5.0,210462.0,1.0,8.0,13.0,14.0,6.0,4.0,42.0,28.0,14.0,0.0,0.0,0.0,13,0,0,0,8,0,0,0,0,0,0.0,0.0,107.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.538,0.308,5,2.154,0.385,8,0.0,0,False
798659,Joe Aribo,MID,Southampton,44.0,0,7,394,1,1.23,3.92,2.69,56.51,56,3,2007,0,0,0,0,0,0,21,72,1,193204.0,Joe,Aribo,0.0,452.0,0.0,0,MID,MID,0.0,193204.0,7.0,28.0,28.0,33.0,20.0,11.0,112.0,47.0,14.0,0.0,0.0,0.0,32,0,0,0,10,0,0,0,0,0,0.0,0.0,394.0,8,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.25,0.0,0,2.594,0.0,11,0.0,1,False
801120,Jens Cajuste,MID,Ipswich,41.3,1,2,309,1,0.73,1.41,0.68,43.97,46,1,1960,0,0,0,0,0,0,25,63,2,454667.0,Jens,Cajuste,0.0,619.0,0.0,0,MID,MID,0.0,454667.0,1.0,22.0,33.0,22.0,28.0,10.0,107.0,44.0,22.0,0.0,0.0,0.0,30,0,0,0,8,0,0,0,0,0,0.0,0.0,309.0,2,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.1,0.0,0,2.367,0.0,8,0.0,0,False
803343,Mads Roerslev Rasmussen,DEF,Brentford,25.0,2,0,125,2,2.09,2.29,0.2,21.52,20,0,1100,0,0,0,0,0,0,11,36,2,226956.0,Mads,Roerslev Rasmussen,114.0,105.0,112.0,DEF,DEF,DEF,4.5,226956.0,2.0,10.0,31.0,8.0,4.0,5.0,39.0,18.0,10.0,0.0,0.0,0.0,19,0,0,0,0,0,0,0,0,0,0.0,0.0,125.0,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1.895,0.421,8,1.895,0.421,0,0.0,0,False
806552,Cody Gakpo,FWD,Liverpool,143.8,5,22,572,5,3.76,10.87,7.12,21.51,25,10,1921,0,0,0,0,0,0,23,127,5,243298.0,Cody,Gakpo,297.0,321.0,384.0,FWD,FWD,MID,7.5,243298.0,23.0,31.0,16.0,16.0,12.0,3.0,77.0,28.0,12.0,0.0,0.0,0.0,35,5,10,0,2,0,-60,0,0,0,0.0,0.0,512.0,17,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,3.629,0.457,18,3.971,0.514,12,-60.0,-5,True
807729,Reece James,DEF,Chelsea,33.5,2,5,223,3,1.15,1.6,0.45,16.1,14,1,1057,0,0,0,0,0,0,12,54,1,225796.0,Reece,James,206.0,172.0,225.0,DEF,DEF,DEF,5.5,225796.0,3.0,11.0,21.0,9.0,13.0,6.0,66.0,10.0,1.0,0.0,0.0,0.0,19,0,0,0,0,0,0,0,0,0,0.0,0.0,223.0,7,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2.842,0.474,10,2.947,0.526,2,0.0,2,False
807925,Will Smallbone,MID,Southampton,3.7,0,0,119,0,0.89,1.46,0.57,19.73,22,1,679,0,0,0,0,0,0,6,26,1,214466.0,Will,Smallbone,0.0,471.0,0.0,0,MID,MID,0.0,214466.0,1.0,3.0,14.0,13.0,2.0,0.0,23.0,20.0,7.0,0.0,0.0,0.0,18,0,0,0,0,0,0,0,0,0,0.0,0.0,119.0,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.444,0.0,0,1.444,0.0,0,0.0,0,False
815006,Phil Foden,MID,Man City,94.2,3,10,454,6,5.33,10.49,5.17,29.11,24,7,1771,0,0,0,0,0,0,20,105,2,209244.0,Phil,Foden,353.0,348.0,414.0,MID,MID,MID,8.0,209244.0,16.0,34.0,7.0,5.0,9.0,1.0,61.0,13.0,8.0,0.0,0.0,0.0,28,0,0,0,0,0,0,0,0,0,0.0,0.0,454.0,9,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3.75,0.464,13,3.714,0.464,-1,0.0,-1,False
816325,Boubacar Kamara,MID,Aston Villa,45.2,0,3,296,6,0.83,1.65,0.82,23.03,22,1,1720,0,0,0,0,0,0,20,57,2,226944.0,Boubacar,Kamara,47.0,42.0,58.0,MID,MID,MID,5.0,226944.0,3.0,35.0,47.0,21.0,19.0,7.0,87.0,50.0,29.0,0.0,0.0,0.0,26,0,0,0,10,0,0,0,0,0,0.0,0.0,296.0,4,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.192,0.423,13,2.615,0.5,11,0.0,1,False
818975,Eberechi Eze,MID,Crystal Palace,116.8,8,15,605,10,4.67,15.06,10.39,35.03,34,8,2588,0,0,1,0,0,0,31,148,1,232413.0,Eberechi,Eze,226.0,199.0,266.0,MID,MID,MID,7.5,232413.0,29.0,51.0,8.0,22.0,11.0,0.0,146.0,39.0,17.0,0.0,0.0,1.0,34,0,0,0,4,0,0,0,0,0,0.0,-6.0,599.0,14,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,4.353,0.559,20,4.441,0.588,3,-6.0,-1,False
819215,Lloyd Kelly,DEF,Newcastle,12.7,1,0,40,0,0.11,0.52,0.41,5.72,6,0,299,0,0,0,0,0,0,4,12,2,235530.0,Lloyd,Kelly,70.0,404.0,0.0,DEF,DEF,DEF,0.0,235530.0,0.0,5.0,15.0,4.0,1.0,4.0,19.0,5.0,1.0,0.0,0.0,0.0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,40.0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2,0.0,0,1.2,0.0,0,0.0,0,False
820024,Sean Longstaff,MID,Newcastle,32.0,1,0,131,2,0.22,0.82,0.6,11.32,11,0,783,0,0,0,0,0,0,8,34,2,180135.0,Sean,Longstaff,421.0,410.0,493.0,MID,MID,MID,5.0,180135.0,1.0,6.0,8.0,16.0,7.0,5.0,31.0,27.0,11.0,0.0,0.0,0.0,25,0,0,0,2,0,0,0,0,0,0.0,0.0,131.0,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.36,0.24,7,1.44,0.28,2,0.0,0,False
820140,Ibrahima Konaté,DEF,Liverpool,128.8,2,4,487,11,0.91,2.71,1.8,26.67,28,1,2561,0,0,0,0,0,0,30,106,5,204716.0,Ibrahima,Konaté,302.0,326.0,374.0,DEF,DEF,DEF,5.5,204716.0,4.0,20.0,125.0,26.0,17.0,15.0,98.0,40.0,14.0,0.0,0.0,0.0,31,0,0,0,8,0,0,0,0,0,0.0,0.0,487.0,6,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,3.419,0.613,21,3.742,0.677,10,0.0,2,False
820581,Ben Brereton Díaz,MID,Southampton,7.0,0,0,43,0,0.15,1.05,0.9,11.43,10,0,446,0,0,0,0,0,0,4,13,1,204814.0,Ben,Brereton,775.0,584.0,0.0,MID,MID,MID,0.0,204814.0,1.0,8.0,4.0,2.0,0.0,1.0,16.0,3.0,1.0,0.0,0.0,0.0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,43.0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3,0.0,0,1.3,0.0,0,0.0,0,False
821100,Jørgen Strand Larsen,FWD,Wolves,120.2,4,17,570,7,1.0,11.14,10.14,43.94,52,14,2587,0,0,0,0,0,0,30,145,4,247412.0,Jørgen,Strand Larsen,0.0,566.0,654.0,0,FWD,FWD,6.5,247412.0,34.0,19.0,29.0,6.0,6.0,4.0,42.0,10.0,4.0,0.0,0.0,0.0,35,0,0,0,0,0,0,0,0,0,0.0,0.0,570.0,20,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,4.143,0.629,22,4.229,0.629,3,0.0,3,False
821728,Jorge Cuenca Barreno,DEF,Fulham,0.2,0,0,38,0,0.01,0.03,0.02,8.99,8,0,349,0,0,0,0,0,0,4,9,0,246301.0,Jorge,Cuenca Barreno,0.0,586.0,321.0,0,DEF,DEF,4.5,246301.0,0.0,2.0,26.0,2.0,2.0,4.0,10.0,6.0,4.0,0.0,0.0,0.0,8,0,0,0,4,0,0,0,0,0,0.0,0.0,38.0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.125,0.25,2,1.625,0.25,4,0.0,0,False
827315,Nicolás Domínguez,MID,Nott'm Forest,47.1,1,0,292,7,1.58,3.16,1.58,31.9,27,0,1954,0,0,0,0,0,0,23,54,9,250199.0,Nicolás,Domínguez,712.0,431.0,519.0,MID,MID,MID,5.0,250199.0,9.0,18.0,52.0,45.0,29.0,12.0,114.0,86.0,41.0,0.0,0.0,0.0,34,0,0,0,18,0,0,0,0,0,0.0,0.0,292.0,0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1.588,0.294,14,2.118,0.412,18,0.0,0,False
831489,Alexis Mac Allister,MID,Liverpool,142.5,6,8,578,14,5.57,8.46,2.89,24.21,24,5,2597,0,0,0,0,0,0,30,122,6,243016.0,Alexis,Mac Allister,304.0,329.0,386.0,MID,MID,MID,6.5,243016.0,14.0,40.0,29.0,58.0,22.0,6.0,148.0,95.0,37.0,0.0,0.0,0.0,35,0,0,0,20,0,0,0,0,0,0.0,0.0,578.0,8,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,3.486,0.514,21,4.057,0.6,20,0.0,0,False
839204,Omar Marmoush,FWD,Man City,84.3,1,12,326,8,1.71,7.12,5.41,14.48,12,7,1174,0,0,0,0,0,0,14,73,0,438234.0,Omar,Marmoush,0.0,755.0,413.0,0,FWD,MID,8.5,438234.0,17.0,20.0,3.0,8.0,6.0,1.0,37.0,13.0,5.0,0.0,0.0,0.0,16,8,7,0,0,0,-42,0,0,0,0.0,0.0,284.0,11,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4.562,0.5,10,5.438,0.625,14,-42.0,-1,True
843040,Pedro Lomba Neto,MID,Chelsea,88.2,6,9,434,8,4.47,7.95,3.48,27.98,25,4,2262,0,0,0,0,0,0,24,104,8,247632.0,Pedro,Lomba Neto,567.0,560.0,236.0,MID,MID,MID,7.0,247632.0,17.0,33.0,4.0,9.0,9.0,2.0,81.0,23.0,14.0,0.0,0.0,0.0,35,0,0,0,0,0,0,0,0,0,0.0,0.0,434.0,9,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2.971,0.4,14,2.971,0.4,0,0.0,0,False
843099,Scott McTominay,MID,Man Utd,2.6,0,0,4,0,0.0,0.07,0.07,0.66,1,0,17,0,0,0,0,0,0,0,2,0,195851.0,Scott,McTominay,392.0,381.0,0.0,MID,MID,MID,0.0,195851.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,1.0,0.0,0,0.0,0,False
844425,Marc Guéhi,DEF,Crystal Palace,93.2,2,11,492,11,2.01,3.88,1.87,41.55,42,3,3059,0,3,0,0,1,0,34,116,7,209036.0,Marc,Guéhi,228.0,200.0,260.0,DEF,DEF,DEF,4.5,209036.0,7.0,27.0,156.0,34.0,28.0,23.0,146.0,61.0,27.0,0.0,0.0,0.0,34,0,0,0,14,0,0,0,0,0,0.0,0.0,492.0,10,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,3.412,0.735,28,3.794,0.824,13,0.0,-1,False
844943,Flynn Downes,MID,Southampton,23.2,0,0,312,4,1.41,2.05,0.64,48.11,49,1,2149,0,0,0,0,0,0,25,48,12,220585.0,Flynn,Downes,531.0,518.0,0.0,MID,MID,MID,0.0,220585.0,3.0,39.0,50.0,25.0,32.0,9.0,83.0,49.0,24.0,0.0,0.0,0.0,27,0,0,0,8,0,0,0,0,0,0.0,0.0,312.0,0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.778,0.0,0,2.074,0.0,8,0.0,0,False
846005,Dominik Szoboszlai,MID,Liverpool,169.0,10,14,605,12,6.06,13.0,6.94,26.78,29,6,2485,0,0,0,0,0,0,29,143,6,424876.0,Dominik,Szoboszlai,309.0,336.0,387.0,MID,MID,MID,6.5,424876.0,23.0,24.0,14.0,20.0,9.0,5.0,133.0,38.0,18.0,0.0,0.0,0.0,36,0,0,0,6,0,0,0,0,0,0.0,0.0,605.0,13,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,3.972,0.611,22,4.111,0.611,5,0.0,-1,False
846369,Luis Sinisterra,MID,Bournemouth,21.9,1,2,90,0,1.29,2.47,1.18,4.08,4,1,229,0,0,0,0,0,0,1,23,0,224995.0,Luis,Sinisterra,705.0,80.0,91.0,MID,MID,MID,5.0,224995.0,6.0,2.0,7.0,2.0,1.0,0.0,17.0,7.0,5.0,0.0,0.0,0.0,12,0,0,0,0,0,0,0,0,0,0.0,0.0,90.0,2,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.917,0.333,4,1.917,0.333,0,0.0,0,False
846381,Jadon Sancho,MID,Chelsea,78.5,5,3,367,7,3.1,5.23,2.13,23.66,24,3,1754,0,0,0,0,0,0,19,86,2,209243.0,Jadon,Sancho,397.0,386.0,456.0,MID,MID,MID,6.0,209243.0,8.0,11.0,7.0,7.0,2.0,0.0,99.0,13.0,6.0,0.0,0.0,0.0,31,0,0,0,0,0,0,0,0,0,0.0,0.0,367.0,3,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2.774,0.452,14,2.774,0.452,0,0.0,0,False
846383,Callum Hudson-Odoi,MID,Nott'm Forest,80.8,3,7,454,11,2.54,5.06,2.52,27.79,23,5,2190,0,0,0,0,0,0,25,103,2,209046.0,Callum,Hudson-Odoi,205.0,434.0,516.0,MID,MID,MID,6.0,209046.0,17.0,25.0,12.0,14.0,13.0,0.0,92.0,22.0,8.0,0.0,0.0,0.0,31,0,0,0,2,0,0,0,0,0,0.0,0.0,454.0,9,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,3.323,0.548,17,3.452,0.548,4,0.0,2,False
847983,Lisandro Martínez,DEF,Man Utd,49.6,1,5,293,6,1.21,2.54,1.33,30.17,27,2,1751,0,0,0,0,0,0,20,68,7,221820.0,Lisandro,Martínez,391.0,380.0,437.0,DEF,DEF,DEF,5.0,221820.0,6.0,7.0,54.0,24.0,32.0,8.0,81.0,40.0,16.0,0.0,0.0,0.0,20,0,0,0,8,0,0,0,0,0,0.0,0.0,293.0,7,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3.4,0.65,15,3.9,0.75,10,0.0,2,False
848034,Santiago Bueno,DEF,Wolves,36.0,0,2,174,5,0.1,0.55,0.45,29.4,34,0,1678,0,0,0,0,0,0,18,52,2,231480.0,Santiago,Bueno,697.0,564.0,636.0,DEF,DEF,DEF,4.5,231480.0,3.0,5.0,70.0,21.0,15.0,21.0,43.0,41.0,20.0,0.0,0.0,0.0,29,0,0,0,8,0,0,0,0,0,0.0,0.0,174.0,1,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1.793,0.379,13,2.034,0.448,7,0.0,-1,False
850354,Bruno Guimarães Rodriguez Moura,MID,Newcastle,116.7,6,10,661,13,5.32,9.66,4.34,43.41,44,5,3273,0,0,0,0,0,0,38,135,7,208706.0,Bruno,Guimarães Rodriguez Moura,406.0,394.0,488.0,MID,MID,MID,6.5,208706.0,15.0,108.0,40.0,47.0,29.0,10.0,188.0,83.0,36.0,0.0,0.0,0.0,38,0,0,0,16,0,0,0,0,0,0.0,0.0,661.0,12,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,3.553,0.526,23,4.026,0.605,18,0.0,2,False
850962,Hákon Valdimarsson,GK,Brentford,0.4,0,0,14,0,0.0,0.0,0.0,1.49,2,0,144,0,0,0,0,0,3,1,2,0,507433.0,Hákon,Valdimarsson,789.0,109.0,105.0,GK,GK,GK,4.0,507433.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,14.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,1.0,0.0,0,0.0,0,False
856685,Frank Onyeka,MID,Brentford,2.1,0,0,3,0,0.02,0.02,0.0,0.69,0,0,23,0,0,0,0,0,0,0,2,0,428580.0,Frank,Onyeka,111.0,102.0,128.0,MID,MID,MID,5.0,428580.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,1.0,0.0,0,0.0,0,False
859282,Daniel Muñoz,DEF,Crystal Palace,123.1,6,9,480,11,3.46,8.38,4.92,46.3,46,4,3229,0,0,0,0,0,0,37,142,10,247348.0,Daniel,Muñoz,792.0,211.0,256.0,DEF,DEF,DEF,5.5,247348.0,18.0,19.0,94.0,80.0,44.0,6.0,171.0,123.0,43.0,0.0,0.0,0.0,37,0,0,0,14,0,0,0,0,0,0.0,0.0,480.0,10,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,3.838,0.676,28,4.243,0.757,15,0.0,1,False
860914,Luis Díaz,MID,Liverpool,199.7,7,21,634,15,4.34,16.24,11.9,24.44,21,13,2393,0,0,0,0,0,0,28,183,2,244731.0,Luis,Díaz,303.0,327.0,383.0,MID,MID,MID,8.0,244731.0,30.0,31.0,7.0,26.0,7.0,0.0,105.0,39.0,13.0,0.0,0.0,0.0,36,0,0,0,0,0,0,0,0,0,0.0,0.0,634.0,25,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,5.083,0.611,23,5.194,0.639,4,0.0,4,False
860920,Eddie Nketiah,FWD,Crystal Palace,31.8,2,4,186,2,0.83,6.77,5.94,14.29,17,3,1018,0,0,0,0,1,0,9,53,4,205533.0,Eddie,Nketiah,13.0,11.0,284.0,FWD,FWD,FWD,5.5,205533.0,16.0,29.0,10.0,8.0,3.0,1.0,26.0,15.0,7.0,0.0,0.0,0.0,29,0,0,0,0,0,0,0,0,0,0.0,0.0,186.0,4,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1.828,0.31,9,1.828,0.31,0,0.0,0,False
860975,Joe Willock,MID,Newcastle,37.3,2,0,139,4,0.93,2.58,1.65,15.01,16,0,1065,0,0,0,0,0,0,11,46,4,200089.0,Joe,Willock,432.0,420.0,494.0,MID,MID,MID,5.0,200089.0,3.0,13.0,5.0,17.0,6.0,6.0,40.0,30.0,13.0,0.0,0.0,0.0,32,0,0,0,0,0,0,0,0,0,0.0,0.0,139.0,0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1.438,0.281,9,1.438,0.281,0,0.0,0,False
862608,Mitoma Kaoru,MID,Brighton,126.2,5,12,536,6,4.03,13.22,9.19,37.05,40,10,2597,0,0,0,0,0,0,28,145,1,451340.0,Kaoru,Mitoma,143.0,136.0,157.0,MID,MID,MID,6.5,451340.0,27.0,24.0,7.0,27.0,14.0,3.0,99.0,45.0,18.0,0.0,0.0,0.0,36,0,0,0,0,0,0,0,0,0,0.0,0.0,536.0,12,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,4.028,0.611,22,4.028,0.611,0,0.0,0,False
863098,Matheus Santos Carneiro Da Cunha,FWD,Wolves,153.6,7,41,838,7,5.29,14.02,8.73,44.53,54,15,2596,0,0,0,0,0,0,29,178,4,430871.0,Matheus,Santos Carneiro Da Cunha,590.0,541.0,450.0,FWD,FWD,MID,8.0,430871.0,44.0,71.0,19.0,22.0,17.0,1.0,125.0,38.0,16.0,0.0,0.0,0.0,33,7,15,0,2,0,-90,0,0,0,0.0,0.0,748.0,31,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,5.394,0.667,24,5.818,0.727,14,-90.0,-10,True
863359,Andy Irving,MID,West Ham,2.2,0,0,38,0,0.12,0.25,0.13,4.48,4,0,161,0,0,0,0,0,0,1,9,2,229384.0,Andy,Irving,0.0,576.0,621.0,0,MID,MID,4.5,229384.0,2.0,1.0,5.0,4.0,1.0,1.0,10.0,7.0,3.0,0.0,0.0,0.0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,38.0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.9,0.2,2,0.9,0.2,0,0.0,0,False
865118,Tyrell Malacia,DEF,Man Utd,-0.6,0,0,2,0,0.02,0.02,0.0,0.78,1,0,99,0,0,0,0,0,0,2,2,1,222690.0,Tyrell,Malacia,389.0,379.0,448.0,DEF,DEF,DEF,4.0,222690.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.667,0.0,0,0.667,0.0,0,0.0,0,False
