fotmob_id,name,position,team,xP,assists,bonus,bps,clean_sheets,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,starts,total_points,yellow_cards,fpl_id,first_name,second_name,23_id,24_id,25_id,23_position,24_position,25_position,25_cost,opta_id,shots_on_target,fouls_won,clearances,tackles_won,interceptions,blocks,recoveries,tackles,tackles_lost,saves_inside_box,saves_outside_box,penalties_scored,games,abs_cleans_change,abs_goals_scored_change,abs_goals_conceded_change,abs_def_contribution_change,bps_cleans_change,bps_goals_scored_change,bps_goals_conceded_change,bps_fouls_won_change,bps_shot_on_target_change,bps_saves_change,bps_penalties_scored_change,new_bps,new_bonus,new_total_points,value,PPM,PPMPM,new_value,new_PPM,new_PPMPM,total_points_change,bps_change,bonus_change,position_changed
330643,Mark Flekken,GK,Brentford,120.9,1,12,685,7,0.14,0.14,0.0,54.01,63,0,3285,0,0,0,0,115,37,119,3,118342.0,Mark,Flekken,101.0,91.0,0.0,GK,GK,GK,0.0,118342.0,0.0,4.0,40.0,1.0,0.0,0.0,299.0,1.0,0.0,63.0,52.0,0.0,37,0,0,0,0,0,0,0,4.0,0.0,63.0,0.0,752.0,14,121,0.0,3.216,0.0,0.0,3.27,0.0,2,67.0,2,False
339992,Mohamed Elneny,MID,Arsenal,3.0,1,0,16,0,0.01,0.09,0.08,0.13,0,0,25,0,0,0,0,0,0,6,0,153256.0,Mohamed,Elneny,3.0,0.0,0.0,MID,0,MID,0.0,153256.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,18.0,0,6,0.0,2.0,0.0,0.0,2.0,0.0,0,2.0,0,False
351860,Aleksandar Mitrović,FWD,Fulham,2.4,0,0,6,0,0.02,0.18,0.16,0.6,0,0,32,0,0,0,0,0,0,1,0,128389.0,Aleksandar,Mitrović,278.0,0.0,0.0,FWD,0,FWD,0.0,128389.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,8.0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0,2.0,0,False
352887,Abdoulaye Doucouré,MID,Everton,104.6,3,7,335,12,1.51,10.21,8.7,42.26,36,7,2632,0,0,0,0,0,32,116,7,121599.0,Abdoulaye,Doucouré,249.0,217.0,0.0,MID,MID,MID,0.0,121599.0,23.0,8.0,18.0,27.0,15.0,3.0,144.0,43.0,16.0,0.0,0.0,0.0,32,0,0,0,8,0,0,0,8.0,46.0,0.0,0.0,389.0,13,130,0.0,3.625,0.0,0.0,4.062,0.0,14,54.0,6,False
356406,John McGinn,MID,Aston Villa,115.7,5,9,502,7,4.99,10.0,5.01,49.85,54,6,3000,0,0,0,1,0,35,119,9,122806.0,John,McGinn,50.0,48.0,54.0,MID,MID,MID,5.5,122806.0,16.0,69.0,18.0,35.0,21.0,4.0,161.0,59.0,24.0,0.0,0.0,0.0,35,0,0,0,8,0,0,0,69.0,32.0,0.0,0.0,603.0,9,127,21.636,3.4,0.618,23.091,3.629,0.66,8,101.0,0,False
357880,Andrew Robertson,DEF,Liverpool,76.6,2,8,463,3,4.4,6.3,1.9,22.83,22,3,1689,0,0,0,0,0,18,76,2,122798.0,Andrew,Robertson,307.0,335.0,372.0,DEF,DEF,DEF,6.0,122798.0,7.0,5.0,34.0,24.0,13.0,6.0,104.0,35.0,11.0,0.0,0.0,0.0,23,0,0,0,2,0,0,0,5.0,14.0,0.0,0.0,482.0,9,79,12.667,3.304,0.551,13.167,3.435,0.572,3,19.0,1,False
360918,Jonathan Castro Otto,DEF,Wolves,-0.7,0,0,3,0,0.0,0.0,0.0,0.07,0,0,4,0,0,0,0,0,0,1,0,114128.0,Jonathan,Castro Otto,560.0,0.0,0.0,DEF,0,DEF,0.0,114128.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0,False
361315,Eric Dier,DEF,Spurs,0.2,0,0,31,0,0.03,0.03,0.0,7.04,8,0,199,0,0,0,0,0,1,2,0,93264.0,Eric,Dier,496.0,0.0,0.0,DEF,0,DEF,0.0,93264.0,0.0,1.0,12.0,1.0,2.0,3.0,7.0,2.0,1.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,32.0,0,2,0.0,0.5,0.0,0.0,0.5,0.0,0,1.0,0,False
361770,André Tavares Gomes,MID,Everton,12.4,0,0,64,3,0.43,0.75,0.32,8.51,7,1,505,0,0,0,0,0,3,20,4,120250.0,André,Tavares Gomes,244.0,0.0,0.0,MID,0,MID,0.0,120250.0,4.0,5.0,3.0,4.0,3.0,1.0,34.0,7.0,3.0,0.0,0.0,0.0,12,0,0,0,2,0,0,0,5.0,8.0,0.0,0.0,77.0,0,22,0.0,1.667,0.0,0.0,1.833,0.0,2,13.0,0,False
362694,Luke Shaw,DEF,Man Utd,31.5,1,0,195,4,0.89,0.94,0.05,20.17,13,0,960,0,0,0,0,0,12,31,6,106760.0,Luke,Shaw,398.0,387.0,443.0,DEF,DEF,DEF,4.5,106760.0,0.0,3.0,37.0,8.0,6.0,11.0,59.0,11.0,3.0,0.0,0.0,0.0,12,0,0,0,4,0,0,0,3.0,0.0,0.0,0.0,198.0,0,35,6.889,2.583,0.574,7.778,2.917,0.648,4,3.0,0,False
363364,Ederson Santana de Moraes,GK,Man City,147.3,0,5,569,11,0.03,0.03,0.0,27.43,27,0,2785,0,0,0,0,57,33,112,5,121160.0,Ederson,Santana de Moraes,352.0,347.0,399.0,GK,GK,GK,5.5,121160.0,0.0,4.0,16.0,0.0,0.0,0.0,218.0,0.0,0.0,37.0,20.0,0.0,33,0,0,0,0,0,0,0,4.0,0.0,37.0,0.0,610.0,5,112,20.364,3.394,0.617,20.364,3.394,0.617,0,41.0,0,False
369761,Tom Lockyer,DEF,Luton,21.5,1,1,162,0,0.29,1.28,0.99,27.64,23,1,1169,1,0,0,0,0,14,23,4,108796.0,Tom,Lockyer,575.0,0.0,0.0,DEF,0,DEF,0.0,108796.0,1.0,10.0,66.0,16.0,23.0,13.0,89.0,25.0,9.0,0.0,0.0,0.0,14,0,0,0,16,0,0,0,10.0,2.0,0.0,0.0,174.0,3,41,0.0,1.643,0.0,0.0,2.929,0.0,18,12.0,2,False
391064,Neal Maupay,FWD,Brentford Everton,79.0,3,6,248,4,1.99,8.88,6.89,26.36,37,6,1417,0,0,0,0,0,14,76,8,115382.0,Neal,Maupay,258.0,229.0,0.0,FWD,FWD,FWD,0.0,115382.0,20.0,26.0,4.0,7.0,2.0,0.0,64.0,10.0,3.0,0.0,0.0,0.0,31,0,0,0,0,0,0,0,26.0,40.0,0.0,0.0,314.0,8,78,0.0,2.452,0.0,0.0,2.516,0.0,2,66.0,2,False
403049,Thomas Strakosha,GK,Brentford,0.8,0,0,24,0,0.01,0.01,0.0,1.68,2,0,135,0,0,0,0,6,1,4,0,140200.0,Thomas,Strakosha,116.0,0.0,0.0,GK,0,GK,0.0,140200.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,3.0,0.0,2,0,0,0,0,0,0,0,1.0,0.0,3.0,0.0,28.0,2,6,0.0,2.0,0.0,0.0,3.0,0.0,2,4.0,2,False
408987,Ivan Toney,FWD,Brentford,59.9,3,4,159,3,1.51,7.23,5.72,27.82,30,4,1449,0,0,0,0,0,16,57,5,144485.0,Ivan,Toney,117.0,108.0,0.0,FWD,FWD,FWD,0.0,144485.0,22.0,29.0,17.0,5.0,10.0,1.0,56.0,15.0,10.0,0.0,0.0,0.0,17,0,0,0,0,0,0,0,29.0,44.0,0.0,0.0,232.0,11,64,0.0,3.353,0.0,0.0,3.765,0.0,7,73.0,7,False
411617,Aymeric Laporte,DEF,Man City,3.8,0,0,4,0,0.0,0.12,0.12,0.07,0,0,11,0,0,0,0,0,0,1,0,146941.0,Aymeric,Laporte,357.0,0.0,0.0,DEF,0,DEF,0.0,146941.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,6.0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0,2.0,0,False
413557,Anthony Martial,FWD,Man Utd,25.5,1,2,73,1,0.14,1.38,1.24,8.54,6,1,439,0,0,0,0,0,5,25,0,148225.0,Anthony,Martial,390.0,0.0,0.0,FWD,0,FWD,0.0,148225.0,4.0,6.0,3.0,1.0,0.0,0.0,9.0,4.0,3.0,0.0,0.0,0.0,13,0,0,0,0,0,0,0,6.0,8.0,0.0,0.0,87.0,3,26,0.0,1.923,0.0,0.0,2.0,0.0,1,14.0,1,False
416175,José Malheiro de Sá,GK,Wolves,100.9,1,8,622,4,0.0,0.0,0.0,59.38,58,0,3037,0,0,0,0,134,35,107,1,149065.0,José,Malheiro de Sá,569.0,554.0,628.0,GK,GK,GK,4.5,149065.0,0.0,9.0,30.0,0.0,0.0,0.0,309.0,0.0,0.0,89.0,45.0,0.0,35,0,0,0,0,0,0,0,9.0,0.0,89.0,0.0,720.0,16,115,23.778,3.057,0.679,25.556,3.286,0.73,8,98.0,8,False
416850,Solly March,MID,Brighton,35.7,1,6,134,2,0.97,3.07,2.1,10.5,11,3,555,0,0,0,0,0,7,39,1,109345.0,Solly,March,140.0,132.0,159.0,MID,MID,MID,6.0,109345.0,6.0,8.0,8.0,14.0,11.0,0.0,36.0,19.0,5.0,0.0,0.0,0.0,7,0,0,0,4,0,0,0,8.0,12.0,0.0,0.0,154.0,6,43,6.5,5.571,0.929,7.167,6.143,1.024,4,20.0,0,False
417068,Nathan Aké,DEF,Man City,111.7,3,6,483,6,1.14,3.61,2.47,21.14,20,2,2039,0,0,0,0,0,24,99,0,126184.0,Nathan,Aké,342.0,341.0,405.0,DEF,DEF,DEF,5.5,126184.0,5.0,18.0,52.0,16.0,14.0,2.0,119.0,26.0,10.0,0.0,0.0,0.0,29,0,0,0,2,0,0,0,18.0,10.0,0.0,0.0,511.0,5,100,18.0,3.414,0.621,18.182,3.448,0.627,1,28.0,-1,False
419664,Tyrone Mings,DEF,Aston Villa,1.5,0,0,5,0,0.16,0.17,0.01,1.08,2,0,30,0,0,0,0,0,1,0,0,149484.0,Tyrone,Mings,51.0,49.0,40.0,DEF,DEF,DEF,4.5,149484.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,False
421786,Mario Lemina,MID,Wolves,81.7,1,13,490,4,1.26,5.86,4.6,60.17,55,4,2969,0,0,0,1,0,34,95,10,151086.0,Mario,Lemina,565.0,557.0,0.0,MID,MID,MID,0.0,151086.0,18.0,24.0,56.0,58.0,41.0,9.0,199.0,90.0,32.0,0.0,0.0,0.0,35,0,0,0,34,0,0,0,24.0,36.0,0.0,0.0,550.0,13,129,0.0,2.714,0.0,0.0,3.686,0.0,34,60.0,0,False
422685,Bruno Borges Fernandes,MID,Man Utd,168.6,9,24,729,7,10.23,19.96,9.73,63.99,52,10,3118,0,1,0,0,0,35,166,9,141746.0,Bruno,Borges Fernandes,373.0,366.0,449.0,MID,MID,MID,9.0,141746.0,41.0,28.0,47.0,38.0,27.0,6.0,200.0,68.0,30.0,0.0,0.0,4.0,35,0,0,0,28,0,0,0,28.0,82.0,0.0,-24.0,815.0,23,193,18.444,4.743,0.527,21.444,5.514,0.613,27,86.0,-1,False
424129,Leander Dendoncker,MID,Aston Villa,7.6,1,3,64,0,0.01,0.74,0.73,1.58,3,1,118,0,0,0,0,0,1,20,0,151589.0,Leander,Dendoncker,40.0,33.0,61.0,MID,MID,MID,4.5,151589.0,1.0,1.0,3.0,4.0,2.0,2.0,4.0,6.0,2.0,0.0,0.0,0.0,8,0,0,0,0,0,0,0,1.0,2.0,0.0,0.0,67.0,3,20,4.444,2.5,0.556,4.444,2.5,0.556,0,3.0,0,False
425255,Calum Chambers,DEF,Aston Villa,3.1,1,0,37,0,0.01,0.01,0.0,4.89,6,0,149,0,0,0,0,0,1,6,1,101184.0,Calum,Chambers,37.0,0.0,0.0,DEF,0,DEF,0.0,101184.0,0.0,1.0,4.0,0.0,2.0,1.0,8.0,3.0,3.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,38.0,0,6,0.0,1.2,0.0,0.0,1.2,0.0,0,1.0,0,False
426202,Divock Origi,FWD,Nott'm Forest,19.3,1,0,59,2,0.82,2.04,1.22,9.78,6,0,594,0,0,0,0,0,6,25,1,152760.0,Divock,Origi,714.0,0.0,0.0,FWD,0,FWD,0.0,152760.0,4.0,8.0,2.0,4.0,2.0,0.0,16.0,6.0,2.0,0.0,0.0,0.0,20,0,0,0,0,0,0,0,8.0,8.0,0.0,0.0,75.0,0,25,0.0,1.25,0.0,0.0,1.25,0.0,0,16.0,0,False
426880,Maxwel Cornet,MID,West Ham,13.3,0,0,40,0,0.02,0.42,0.4,2.82,3,1,109,0,0,0,0,0,1,13,0,149519.0,Maxwel,Cornet,527.0,515.0,617.0,MID,MID,MID,5.0,149519.0,1.0,2.0,1.0,2.0,2.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,7,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,44.0,0,13,2.6,1.857,0.371,2.6,1.857,0.371,0,4.0,0,False
434325,Thomas Partey,MID,Arsenal,33.6,0,0,142,5,0.58,1.01,0.43,8.45,5,0,785,0,0,0,0,0,9,24,3,167199.0,Thomas,Partey,15.0,20.0,0.0,MID,MID,MID,0.0,167199.0,2.0,6.0,8.0,11.0,11.0,3.0,56.0,14.0,3.0,0.0,0.0,0.0,14,0,0,0,4,0,0,0,6.0,4.0,0.0,0.0,152.0,0,28,0.0,1.714,0.0,0.0,2.0,0.0,4,10.0,0,False
439369,Ryan Christie,MID,Bournemouth,90.1,5,5,433,8,5.37,7.86,2.49,48.61,56,0,2908,0,0,0,0,0,35,90,6,158499.0,Ryan,Christie,65.0,63.0,87.0,MID,MID,MID,5.0,158499.0,13.0,38.0,50.0,44.0,52.0,11.0,231.0,86.0,42.0,0.0,0.0,0.0,37,0,0,0,38,0,0,0,38.0,26.0,0.0,0.0,497.0,5,128,18.0,2.432,0.486,25.6,3.459,0.692,38,64.0,0,False
442277,Miguel Almirón Rejala,MID,Newcastle,84.6,1,4,277,5,2.39,6.96,4.57,38.15,40,3,1930,0,0,0,0,0,23,77,2,179018.0,Miguel,Almirón Rejala,402.0,391.0,0.0,MID,MID,MID,0.0,179018.0,12.0,22.0,12.0,24.0,10.0,2.0,97.0,36.0,12.0,0.0,0.0,0.0,33,0,0,0,4,0,0,0,22.0,24.0,0.0,0.0,323.0,3,80,0.0,2.333,0.0,0.0,2.424,0.0,3,46.0,-1,False
450980,Timo Werner,FWD,Spurs,53.5,4,5,173,0,2.93,6.74,3.81,11.06,16,2,808,0,0,0,0,0,10,46,1,165153.0,Timo,Werner,776.0,509.0,0.0,FWD,MID,FWD,0.0,165153.0,7.0,5.0,1.0,4.0,3.0,0.0,27.0,7.0,3.0,0.0,0.0,0.0,13,0,0,0,0,0,0,0,5.0,14.0,0.0,0.0,192.0,3,44,0.0,3.538,0.0,0.0,3.385,0.0,-2,19.0,-2,False
464486,Enes Ünal,FWD,Bournemouth,42.3,4,3,99,1,0.13,2.97,2.84,4.49,9,2,317,0,0,0,0,0,2,40,1,168636.0,Enes,Ünal,804.0,65.0,98.0,FWD,FWD,FWD,5.5,168636.0,11.0,9.0,6.0,4.0,1.0,2.0,10.0,6.0,2.0,0.0,0.0,0.0,16,0,0,0,0,0,0,0,9.0,22.0,0.0,0.0,130.0,6,43,7.273,2.5,0.455,7.818,2.688,0.489,3,31.0,3,False
465750,Timothy Castagne,DEF,Fulham,99.1,3,7,510,9,2.06,3.35,1.29,41.07,40,1,2630,0,0,0,0,0,29,105,3,166477.0,Timothy,Castagne,688.0,244.0,319.0,DEF,DEF,DEF,4.5,166477.0,5.0,10.0,57.0,24.0,38.0,10.0,119.0,49.0,25.0,0.0,0.0,0.0,34,0,0,0,4,0,0,0,10.0,10.0,0.0,0.0,530.0,7,109,23.333,3.088,0.686,24.222,3.206,0.712,4,20.0,0,False
465960,Youri Tielemans,MID,Aston Villa,63.8,6,2,318,4,1.98,3.22,1.24,31.07,27,2,1613,0,0,0,0,0,17,77,3,166989.0,Youri,Tielemans,58.0,57.0,48.0,MID,MID,MID,6.0,166989.0,6.0,29.0,8.0,20.0,15.0,3.0,97.0,41.0,21.0,0.0,0.0,0.0,32,0,0,0,6,0,0,0,29.0,12.0,0.0,0.0,359.0,1,82,12.833,2.406,0.401,13.667,2.562,0.427,5,41.0,-1,False
466672,Jefferson Lerma Solís,MID,Crystal Palace,56.2,1,4,338,5,1.78,4.39,2.61,38.16,46,1,2399,0,0,0,0,0,27,64,8,152551.0,Jefferson,Lerma Solís,231.0,206.0,272.0,MID,MID,MID,5.0,152551.0,9.0,25.0,64.0,25.0,36.0,12.0,174.0,42.0,17.0,0.0,0.0,0.0,28,0,0,0,26,0,0,0,25.0,18.0,0.0,0.0,381.0,4,90,12.8,2.286,0.457,18.0,3.214,0.643,26,43.0,0,False
469202,Kieffer Moore,FWD,Bournemouth,7.1,0,2,38,0,0.33,1.77,1.44,2.26,2,1,100,0,0,0,0,0,0,14,0,128340.0,Kieffer,Moore,76.0,0.0,0.0,FWD,0,FWD,0.0,128340.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0,0,0,0,0,2.0,4.0,0.0,0.0,44.0,2,14,0.0,1.75,0.0,0.0,1.75,0.0,0,6.0,0,False
469701,Mahmoud Dahoud,MID,Brighton,10.0,1,0,68,1,0.54,0.76,0.22,5.16,6,0,449,0,0,0,1,0,6,14,1,168090.0,Mahmoud,Dahoud,128.0,119.0,0.0,MID,MID,MID,0.0,168090.0,1.0,2.0,4.0,4.0,1.0,1.0,26.0,9.0,5.0,0.0,0.0,0.0,9,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,72.0,0,14,0.0,1.556,0.0,0.0,1.556,0.0,0,4.0,0,False
469804,Kenny Tete,DEF,Fulham,17.2,0,0,161,2,0.46,1.32,0.86,22.97,21,1,863,0,0,0,0,0,10,27,2,167074.0,Kenny,Tete,285.0,257.0,322.0,DEF,DEF,DEF,4.5,167074.0,1.0,12.0,31.0,17.0,16.0,3.0,45.0,27.0,10.0,0.0,0.0,0.0,14,0,0,0,4,0,0,0,12.0,2.0,0.0,0.0,175.0,0,31,6.0,1.929,0.429,6.889,2.214,0.492,4,14.0,0,False
470834,Nélson Cabral Semedo,DEF,Wolves,60.3,2,0,455,5,1.69,2.65,0.97,69.09,62,0,3084,0,0,0,1,0,36,63,10,200402.0,Nélson,Cabral Semedo,572.0,559.0,0.0,DEF,DEF,DEF,0.0,200402.0,4.0,30.0,78.0,48.0,36.0,8.0,188.0,79.0,31.0,0.0,0.0,0.0,36,0,0,0,6,0,0,0,30.0,8.0,0.0,0.0,493.0,0,69,0.0,1.75,0.0,0.0,1.917,0.0,6,38.0,0,False
471271,Amari'i Bell,DEF,Luton,26.8,0,3,263,2,0.43,0.81,0.38,38.68,41,0,1720,0,0,0,0,0,21,35,0,165183.0,Amari'i,Bell,316.0,0.0,0.0,DEF,0,DEF,0.0,165183.0,2.0,16.0,55.0,33.0,25.0,15.0,98.0,50.0,17.0,0.0,0.0,0.0,21,0,0,0,10,0,0,0,16.0,4.0,0.0,0.0,283.0,3,45,0.0,1.667,0.0,0.0,2.143,0.0,10,20.0,0,False
477588,Alexandre Moreno Lopera,DEF,Aston Villa,42.5,0,5,211,3,0.98,2.09,1.11,18.5,20,2,1024,1,0,0,0,0,11,49,2,106468.0,Alexandre,Moreno Lopera,32.0,26.0,43.0,DEF,DEF,DEF,4.0,106468.0,4.0,16.0,33.0,12.0,13.0,2.0,40.0,18.0,6.0,0.0,0.0,0.0,21,0,0,0,0,0,0,0,16.0,8.0,0.0,0.0,235.0,4,48,12.25,2.333,0.583,12.0,2.286,0.571,-1,24.0,-1,False
484878,Connor Roberts,DEF,Burnley,9.2,1,0,111,0,0.35,0.35,0.0,19.91,23,0,817,0,0,0,1,0,8,12,3,192290.0,Connor,Roberts,176.0,0.0,186.0,DEF,0,DEF,4.5,192290.0,0.0,9.0,22.0,5.0,4.0,6.0,40.0,12.0,7.0,0.0,0.0,0.0,14,0,0,0,0,0,0,0,9.0,0.0,0.0,0.0,120.0,0,12,2.667,0.857,0.19,2.667,0.857,0.19,0,9.0,0,False
488139,Bernardo Veiga de Carvalho e Silva,MID,Man City,156.2,9,20,604,10,8.05,11.59,3.54,26.4,26,6,2576,0,0,0,0,0,29,141,8,165809.0,Bernardo,Veiga de Carvalho e Silva,344.0,342.0,416.0,MID,MID,MID,6.5,165809.0,15.0,26.0,12.0,23.0,17.0,4.0,102.0,51.0,28.0,0.0,0.0,0.0,33,0,0,0,0,0,0,0,26.0,30.0,0.0,0.0,660.0,19,140,21.692,4.273,0.657,21.538,4.242,0.653,-1,56.0,-1,False
488412,Clément Lenglet,DEF,Aston Villa,22.6,1,0,207,2,0.52,1.33,0.81,23.45,27,0,1153,0,0,0,0,0,14,24,3,171101.0,Clément,Lenglet,699.0,0.0,0.0,DEF,0,DEF,0.0,171101.0,2.0,12.0,47.0,9.0,7.0,11.0,37.0,13.0,4.0,0.0,0.0,0.0,14,0,0,0,2,0,0,0,12.0,4.0,0.0,0.0,223.0,0,26,0.0,1.714,0.0,0.0,1.857,0.0,2,16.0,0,False
491883,Saïd Benrahma,MID,West Ham,16.2,1,0,64,2,0.77,2.68,1.91,12.91,8,0,611,0,1,0,0,0,5,20,1,172841.0,Saïd,Benrahma,525.0,0.0,0.0,MID,0,MID,0.0,172841.0,6.0,6.0,5.0,4.0,5.0,0.0,43.0,8.0,4.0,0.0,0.0,0.0,13,0,0,0,0,0,0,0,6.0,12.0,0.0,0.0,82.0,0,20,0.0,1.538,0.0,0.0,1.538,0.0,0,18.0,0,False
492589,Max Lowe,DEF,Sheffield Utd,2.1,1,0,47,0,0.09,0.67,0.58,11.1,12,0,498,0,0,0,0,0,4,13,1,155197.0,Max,Lowe,484.0,0.0,0.0,DEF,0,DEF,0.0,155197.0,0.0,3.0,14.0,10.0,5.0,4.0,7.0,21.0,11.0,0.0,0.0,0.0,10,0,0,0,4,0,0,0,3.0,0.0,0.0,0.0,50.0,0,17,0.0,1.3,0.0,0.0,1.7,0.0,4,3.0,0,False
493165,James Maddison,MID,Spurs,126.7,11,9,495,7,6.21,12.74,6.53,32.54,31,4,2137,0,0,0,0,0,26,117,5,172780.0,James,Maddison,504.0,494.0,581.0,MID,MID,MID,7.0,172780.0,23.0,74.0,8.0,19.0,13.0,3.0,60.0,33.0,14.0,0.0,0.0,0.0,28,0,0,0,0,0,0,0,74.0,46.0,0.0,0.0,615.0,14,122,16.714,4.179,0.597,17.429,4.357,0.622,5,120.0,5,False
493647,Adama Traoré,MID,Fulham,21.7,3,1,113,0,0.88,2.37,1.49,11.28,13,2,363,0,0,0,0,0,1,36,2,159533.0,Adama,Traoré,662.0,239.0,326.0,MID,MID,MID,5.5,159533.0,7.0,4.0,2.0,3.0,1.0,0.0,13.0,4.0,1.0,0.0,0.0,0.0,17,0,0,0,0,0,0,0,4.0,14.0,0.0,0.0,131.0,1,36,6.545,2.118,0.385,6.545,2.118,0.385,0,18.0,0,False
494417,Harry Wilson,MID,Fulham,76.8,7,5,307,5,2.63,6.08,3.45,33.01,30,4,1603,0,0,0,0,0,16,94,6,153682.0,Harry,Wilson,288.0,259.0,329.0,MID,MID,MID,5.5,153682.0,13.0,40.0,11.0,14.0,10.0,3.0,78.0,21.0,7.0,0.0,0.0,0.0,35,0,0,0,0,0,0,0,40.0,26.0,0.0,0.0,373.0,5,94,17.091,2.686,0.488,17.091,2.686,0.488,0,66.0,0,False
494597,Josh Brownhill,MID,Burnley,60.9,2,2,365,2,2.04,3.85,1.81,47.82,56,4,2248,0,0,0,1,0,23,78,4,172782.0,Josh,Brownhill,161.0,0.0,0.0,MID,0,MID,0.0,172782.0,11.0,24.0,40.0,35.0,34.0,8.0,124.0,61.0,26.0,0.0,0.0,0.0,33,0,0,0,14,0,0,0,24.0,22.0,0.0,0.0,411.0,2,92,0.0,2.364,0.0,0.0,2.788,0.0,14,46.0,0,False
496563,Jairo Riedewald,MID,Crystal Palace,3.5,0,0,35,1,0.07,0.11,0.04,4.05,3,0,228,0,0,0,0,0,2,12,0,173954.0,Jairo,Riedewald,239.0,0.0,0.0,MID,0,MID,0.0,173954.0,0.0,2.0,2.0,3.0,2.0,0.0,14.0,9.0,6.0,0.0,0.0,0.0,9,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,37.0,0,12,0.0,1.333,0.0,0.0,1.333,0.0,0,2.0,0,False
498532,Pelly Ruddock Mpanzu,MID,Luton,14.2,0,0,107,1,1.41,2.01,0.6,29.41,29,0,1085,0,0,0,0,0,11,35,1,104047.0,Pelly Ruddock,Mpanzu,582.0,0.0,0.0,MID,0,MID,0.0,104047.0,1.0,14.0,16.0,5.0,9.0,7.0,54.0,13.0,8.0,0.0,0.0,0.0,27,0,0,0,2,0,0,0,14.0,2.0,0.0,0.0,123.0,0,37,0.0,1.296,0.0,0.0,1.37,0.0,2,16.0,0,False
502420,Harrison Reed,MID,Fulham,36.2,2,0,205,6,1.49,1.78,0.29,25.65,23,0,1317,0,0,0,0,0,15,47,6,153366.0,Harrison,Reed,282.0,254.0,336.0,MID,MID,MID,4.5,153366.0,2.0,10.0,22.0,18.0,11.0,9.0,72.0,29.0,11.0,0.0,0.0,0.0,27,0,0,0,6,0,0,0,10.0,4.0,0.0,0.0,219.0,0,53,10.444,1.741,0.387,11.778,1.963,0.436,6,14.0,0,False
503659,Joachim Andersen,DEF,Crystal Palace,118.2,3,12,679,10,2.08,3.83,1.75,53.71,58,2,3416,0,0,0,0,0,38,121,7,174874.0,Joachim,Andersen,220.0,191.0,317.0,DEF,DEF,DEF,4.5,174874.0,8.0,23.0,202.0,35.0,41.0,18.0,193.0,56.0,21.0,0.0,0.0,0.0,38,0,0,0,28,0,0,0,23.0,16.0,0.0,0.0,718.0,11,148,26.889,3.184,0.708,32.889,3.895,0.865,27,39.0,-1,False
509151,Oliver McBurnie,FWD,Sheffield Utd,40.2,3,9,225,1,1.98,8.88,6.91,27.74,43,6,1279,0,0,0,2,0,15,66,3,169432.0,Oliver,McBurnie,485.0,0.0,0.0,FWD,0,FWD,0.0,169432.0,17.0,27.0,28.0,7.0,5.0,2.0,41.0,17.0,10.0,0.0,0.0,2.0,21,0,0,0,0,0,0,0,27.0,34.0,0.0,-24.0,262.0,9,66,0.0,3.143,0.0,0.0,3.143,0.0,0,37.0,0,False
511032,Ben Osborn,MID,Sheffield Utd,20.7,2,0,182,0,0.93,1.15,0.22,28.43,40,0,1359,1,0,0,0,0,14,38,3,167878.0,Ben,Osborn,489.0,0.0,0.0,MID,0,MID,0.0,167878.0,0.0,9.0,26.0,9.0,8.0,2.0,80.0,22.0,13.0,0.0,0.0,0.0,24,0,0,0,4,0,0,0,9.0,0.0,0.0,0.0,191.0,0,42,0.0,1.583,0.0,0.0,1.75,0.0,4,9.0,0,False
