fotmob_id,name,position,team,xP,assists,bonus,bps,clean_sheets,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,starts,total_points,yellow_cards,fpl_id,first_name,second_name,23_id,24_id,25_id,23_position,24_position,25_position,25_cost,opta_id,shots_on_target,fouls_won,clearances,tackles_won,interceptions,blocks,recoveries,tackles,tackles_lost,saves_inside_box,saves_outside_box,penalties_scored,games,abs_cleans_change,abs_goals_scored_change,abs_goals_conceded_change,abs_def_contribution_change,bps_cleans_change,bps_goals_scored_change,bps_goals_conceded_change,bps_fouls_won_change,bps_shot_on_target_change,bps_saves_change,bps_penalties_scored_change,new_bps,new_bonus,new_total_points,value,PPM,PPMPM,new_value,new_PPM,new_PPMPM,total_points_change,bps_change,bonus_change,position_changed
515999,Fred Onyedinma,MID,Luton,2.0,0,0,19,0,0.42,0.57,0.15,11.15,14,0,403,0,0,0,0,0,4,11,1,168035.0,Fred,Onyedinma,329.0,0.0,0.0,MID,0,MID,0.0,168035.0,2.0,6.0,13.0,6.0,1.0,0.0,10.0,10.0,4.0,0.0,0.0,0.0,8,0,0,0,2,0,0,0,6.0,4.0,0.0,0.0,29.0,0,13,0.0,1.375,0.0,0.0,1.625,0.0,2,10.0,0,False
521148,Jacob Murphy,MID,Newcastle,71.3,8,4,312,5,3.35,5.58,2.23,18.42,21,3,1184,0,0,0,0,0,14,82,1,114243.0,Jacob,Murphy,423.0,402.0,489.0,MID,MID,MID,6.5,114243.0,10.0,15.0,13.0,10.0,6.0,0.0,66.0,20.0,10.0,0.0,0.0,0.0,21,0,0,0,2,0,0,0,15.0,20.0,0.0,0.0,347.0,6,86,12.615,3.905,0.601,13.231,4.095,0.63,4,35.0,2,False
521318,Manuel Akanji,DEF,Man City,137.0,0,8,560,11,1.79,3.56,1.77,25.72,23,2,2512,0,0,0,1,0,28,112,2,211975.0,Manuel,Akanji,341.0,340.0,404.0,DEF,DEF,DEF,5.5,211975.0,5.0,19.0,61.0,28.0,23.0,12.0,142.0,42.0,14.0,0.0,0.0,0.0,30,0,0,0,2,0,0,0,19.0,10.0,0.0,0.0,589.0,3,109,20.364,3.733,0.679,19.818,3.633,0.661,-3,29.0,-5,False
523825,Jarrod Bowen,MID,West Ham,150.7,6,14,519,5,4.9,16.86,11.96,62.39,63,16,3020,0,0,0,0,0,34,182,2,178186.0,Jarrod,Bowen,526.0,514.0,624.0,MID,MID,FWD,8.0,178186.0,37.0,42.0,12.0,28.0,19.0,5.0,118.0,42.0,14.0,0.0,0.0,0.0,34,-5,-16,0,0,0,96,0,42.0,74.0,0.0,0.0,731.0,30,177,22.75,5.353,0.669,22.125,5.206,0.651,-5,212.0,16,True
524434,João Palhinha Gonçalves,MID,Fulham,81.8,1,8,387,9,0.99,4.38,3.39,49.59,46,4,2698,0,0,0,0,0,31,91,13,154296.0,João,Palhinha Gonçalves,280.0,0.0,673.0,MID,0,MID,5.5,154296.0,14.0,56.0,54.0,75.0,46.0,9.0,195.0,152.0,77.0,0.0,0.0,0.0,33,0,0,0,44,0,0,0,56.0,28.0,0.0,0.0,471.0,9,136,16.545,2.758,0.501,24.727,4.121,0.749,45,84.0,1,False
524437,Tomáš Souček,MID,West Ham,105.2,2,9,456,5,1.14,7.83,6.69,62.38,64,7,2867,0,0,0,0,0,34,116,7,215439.0,Tomáš,Souček,542.0,530.0,613.0,MID,MID,MID,6.0,215439.0,15.0,24.0,107.0,35.0,37.0,28.0,151.0,53.0,18.0,0.0,0.0,0.0,37,0,0,0,30,0,0,0,24.0,30.0,0.0,0.0,510.0,11,148,19.333,3.135,0.523,24.667,4.0,0.667,32,54.0,2,False
532220,Saman Ghoddos,MID,Brentford,18.3,0,0,127,0,1.05,1.35,0.3,12.66,20,1,728,0,0,0,0,0,7,26,5,205836.0,Saman,Ghoddos,701.0,0.0,0.0,MID,0,MID,0.0,205836.0,2.0,9.0,9.0,19.0,5.0,2.0,39.0,28.0,9.0,0.0,0.0,0.0,19,0,0,0,2,0,0,0,9.0,4.0,0.0,0.0,140.0,0,28,0.0,1.368,0.0,0.0,1.474,0.0,2,13.0,0,False
532743,Philip Billing,MID,Bournemouth,54.3,3,3,228,2,2.11,4.64,2.53,29.25,36,2,1385,0,0,0,1,0,13,60,3,168991.0,Philip,Billing,63.0,76.0,89.0,MID,MID,MID,5.0,168991.0,8.0,12.0,27.0,16.0,20.0,5.0,76.0,33.0,17.0,0.0,0.0,0.0,29,0,0,0,12,0,0,0,12.0,16.0,0.0,0.0,256.0,3,72,12.0,2.069,0.414,14.4,2.483,0.497,12,28.0,0,False
534670,Martin Ødegaard,MID,Arsenal,206.4,11,26,703,19,10.16,17.69,7.53,25.26,23,8,3098,0,0,0,0,0,35,186,2,184029.0,Martin,Ødegaard,14.0,13.0,17.0,MID,MID,MID,8.0,184029.0,23.0,36.0,5.0,17.0,15.0,1.0,158.0,49.0,32.0,0.0,0.0,2.0,35,0,0,0,2,0,0,0,36.0,46.0,0.0,-12.0,773.0,30,192,23.25,5.314,0.664,24.0,5.486,0.686,6,70.0,4,False
535936,Joelinton Cássio Apolinário de Lira,MID,Newcastle,48.9,1,3,209,3,1.09,3.91,2.82,25.3,23,2,1276,0,0,0,0,0,15,45,6,180974.0,Joelinton Cássio,Apolinário de Lira,416.0,403.0,490.0,MID,MID,MID,6.0,180974.0,9.0,23.0,10.0,27.0,19.0,7.0,85.0,39.0,12.0,0.0,0.0,0.0,20,0,0,0,12,0,0,0,23.0,18.0,0.0,0.0,250.0,6,60,7.5,2.25,0.375,10.0,3.0,0.5,15,41.0,3,False
536457,Manuel Benson Hedilazio,MID,Burnley,-0.8,0,0,22,0,0.18,0.25,0.07,4.54,5,0,110,0,0,0,0,0,1,8,0,183751.0,Manuel Benson,Hedilazio,159.0,0.0,201.0,MID,0,MID,5.5,183751.0,2.0,4.0,0.0,2.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,8,0,0,0,0,0,0,0,4.0,4.0,0.0,0.0,30.0,0,8,1.455,1.0,0.182,1.455,1.0,0.182,0,8.0,0,False
538112,Matt Targett,DEF,Newcastle,1.8,0,0,15,0,0.01,0.01,0.0,1.77,4,0,77,0,0,0,0,0,1,2,1,169359.0,Matt,Targett,428.0,416.0,484.0,DEF,DEF,DEF,4.0,169359.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,17.0,0,2,0.5,0.667,0.167,0.5,0.667,0.167,0,2.0,0,False
538501,Guglielmo Vicario,GK,Spurs,117.2,0,9,730,7,0.0,0.0,0.0,63.58,61,0,3420,0,0,0,0,110,38,112,2,184254.0,Guglielmo,Vicario,520.0,508.0,565.0,GK,GK,GK,5.0,184254.0,0.0,8.0,46.0,0.0,1.0,0.0,287.0,0.0,0.0,78.0,32.0,0.0,38,0,0,0,0,0,0,0,8.0,0.0,78.0,0.0,816.0,10,113,22.4,2.947,0.589,22.6,2.974,0.595,1,86.0,1,False
539546,Ivo Grbic,GK,Sheffield Utd,11.7,0,0,149,0,0.01,0.01,0.0,14.32,25,0,771,0,0,0,0,37,9,15,1,173268.0,Ivo,Grbic,790.0,0.0,0.0,GK,0,GK,0.0,173268.0,0.0,2.0,14.0,0.0,0.0,0.0,87.0,0.0,0.0,21.0,16.0,0.0,9,0,0,0,0,0,0,0,2.0,0.0,21.0,0.0,172.0,0,15,0.0,1.667,0.0,0.0,1.667,0.0,0,23.0,0,False
540088,Ollie Watkins,FWD,Aston Villa,212.8,18,29,752,7,4.02,20.76,16.74,55.05,56,19,3222,0,0,0,0,0,37,228,4,178301.0,Ollie,Watkins,60.0,58.0,64.0,FWD,FWD,FWD,9.0,178301.0,47.0,41.0,19.0,7.0,4.0,4.0,64.0,12.0,5.0,0.0,0.0,0.0,37,0,0,0,0,0,0,0,41.0,94.0,0.0,0.0,887.0,38,237,25.333,6.162,0.685,26.333,6.405,0.712,9,135.0,9,False
540963,Sander Berge,MID,Burnley,55.7,2,3,430,2,1.66,3.7,2.04,66.96,70,1,3002,0,0,0,1,0,34,74,8,207189.0,Sander,Berge,475.0,622.0,330.0,MID,MID,MID,5.0,207189.0,3.0,19.0,58.0,46.0,23.0,20.0,202.0,76.0,30.0,0.0,0.0,0.0,37,0,0,0,30,0,0,0,19.0,6.0,0.0,0.0,455.0,1,102,14.8,2.0,0.4,20.4,2.757,0.551,28,25.0,-2,False
541330,Marvelous Nakamba,MID,Luton,15.1,0,0,131,0,0.49,0.67,0.18,26.26,24,0,1131,0,0,0,0,0,13,21,5,184704.0,Marvelous,Nakamba,52.0,0.0,0.0,MID,0,MID,0.0,184704.0,0.0,9.0,11.0,24.0,11.0,6.0,90.0,40.0,16.0,0.0,0.0,0.0,13,0,0,0,16,0,0,0,9.0,0.0,0.0,0.0,140.0,0,37,0.0,1.615,0.0,0.0,2.846,0.0,16,9.0,0,False
551805,Scott McKenna,DEF,Nott'm Forest,8.1,0,1,64,1,0.17,0.38,0.21,5.64,6,0,416,0,0,0,0,0,5,12,0,168281.0,Scott,McKenna,455.0,0.0,0.0,DEF,0,DEF,0.0,168281.0,0.0,2.0,25.0,0.0,5.0,4.0,25.0,4.0,4.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,66.0,3,14,0.0,2.4,0.0,0.0,2.8,0.0,2,2.0,2,False
552718,Kristoffer Ajer,DEF,Brentford,54.4,1,3,323,5,2.68,3.9,1.22,29.41,33,2,1826,0,0,0,0,0,21,68,5,191866.0,Kristoffer,Ajer,90.0,86.0,108.0,DEF,DEF,DEF,4.5,191866.0,4.0,10.0,78.0,21.0,25.0,11.0,60.0,38.0,17.0,0.0,0.0,0.0,28,0,0,0,6,0,0,0,10.0,8.0,0.0,0.0,341.0,5,76,15.111,2.429,0.54,16.889,2.714,0.603,8,18.0,2,False
556972,Saša Lukić,MID,Fulham,33.3,0,0,157,5,0.46,1.95,1.49,22.86,20,1,1113,0,0,0,0,0,13,43,3,212314.0,Saša,Lukić,276.0,249.0,332.0,MID,MID,MID,5.0,212314.0,3.0,9.0,18.0,19.0,16.0,5.0,65.0,33.0,14.0,0.0,0.0,0.0,24,0,0,0,2,0,0,0,9.0,6.0,0.0,0.0,172.0,0,45,8.6,1.792,0.358,9.0,1.875,0.375,2,15.0,0,False
562724,Lewis Cook,MID,Bournemouth,77.3,3,5,446,8,2.92,3.34,0.42,50.3,51,0,2787,0,0,0,1,0,32,77,5,155408.0,Lewis,Cook,66.0,64.0,88.0,MID,MID,MID,5.0,155408.0,4.0,16.0,43.0,41.0,65.0,11.0,228.0,61.0,20.0,0.0,0.0,0.0,33,0,0,0,32,0,0,0,16.0,8.0,0.0,0.0,470.0,5,109,15.4,2.333,0.467,21.8,3.303,0.661,32,24.0,0,False
562725,Carlton Morris,FWD,Luton,150.8,6,18,451,3,1.52,13.05,11.53,67.19,72,11,2859,0,0,0,0,0,32,146,4,156700.0,Carlton,Morris,326.0,0.0,0.0,FWD,0,FWD,0.0,156700.0,31.0,43.0,53.0,8.0,1.0,5.0,71.0,15.0,7.0,0.0,0.0,5.0,38,0,0,0,0,0,0,0,43.0,62.0,0.0,-60.0,496.0,16,144,0.0,3.842,0.0,0.0,3.789,0.0,-2,45.0,-2,False
562726,Remi Matthews,GK,Crystal Palace,-0.3,0,0,3,0,0.0,0.0,0.0,0.07,1,0,3,0,0,0,0,0,0,1,0,169593.0,Remi,Matthews,233.0,209.0,255.0,GK,GK,GK,4.0,169593.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0,1,0.25,1.0,0.25,0.25,1.0,0.25,0,0.0,0,False
562727,David Raya Martin,GK,Arsenal,152.7,0,6,569,16,0.04,0.04,0.0,22.51,24,0,2880,0,0,1,0,46,32,135,2,154561.0,David,Raya Martin,113.0,15.0,1.0,GK,GK,GK,5.5,154561.0,0.0,4.0,13.0,1.0,0.0,0.0,271.0,1.0,0.0,26.0,20.0,0.0,32,0,0,0,0,0,0,0,4.0,0.0,26.0,0.0,599.0,5,134,24.545,4.219,0.767,24.364,4.188,0.761,-1,30.0,-1,False
562892,Rico Henry,DEF,Brentford,14.0,1,0,74,1,0.9,0.97,0.07,5.12,5,0,401,0,0,0,0,0,5,13,1,194010.0,Rico,Henry,103.0,92.0,109.0,DEF,DEF,DEF,4.5,194010.0,0.0,6.0,5.0,5.0,5.0,3.0,24.0,7.0,2.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,80.0,0,13,2.889,2.6,0.578,2.889,2.6,0.578,0,6.0,0,False
568571,Joe Gomez,DEF,Liverpool,89.9,2,2,390,7,1.07,2.09,1.02,27.08,19,0,1772,0,0,0,0,0,17,76,5,171287.0,Joe,Gomez,298.0,322.0,376.0,DEF,DEF,DEF,5.0,171287.0,2.0,16.0,45.0,31.0,19.0,4.0,111.0,47.0,16.0,0.0,0.0,0.0,32,0,0,0,2,0,0,0,16.0,4.0,0.0,0.0,410.0,1,77,15.2,2.375,0.475,15.4,2.406,0.481,1,20.0,-1,False
570434,Diego Carlos Santos Silva,DEF,Aston Villa,46.8,0,1,338,6,0.35,2.3,1.95,33.17,36,0,1809,0,0,0,0,0,20,55,4,165659.0,Diego Carlos,Santos Silva,41.0,35.0,0.0,DEF,DEF,DEF,0.0,165659.0,1.0,4.0,78.0,16.0,13.0,19.0,78.0,27.0,11.0,0.0,0.0,0.0,27,0,0,0,8,0,0,0,4.0,2.0,0.0,0.0,344.0,1,63,0.0,2.037,0.0,0.0,2.333,0.0,8,6.0,0,False
570461,Diogo Teixeira da Silva,MID,Liverpool,111.3,7,7,328,5,1.75,6.99,5.24,15.21,11,10,1141,0,0,0,1,0,14,110,1,194634.0,Diogo,Teixeira da Silva,294.0,317.0,0.0,MID,MID,MID,0.0,194634.0,20.0,21.0,4.0,13.0,7.0,1.0,48.0,23.0,10.0,0.0,0.0,0.0,21,0,0,0,0,0,0,0,21.0,40.0,0.0,0.0,389.0,9,112,0.0,5.238,0.0,0.0,5.333,0.0,2,61.0,2,False
570760,Reece Burke,DEF,Luton,25.6,4,2,260,1,0.92,2.78,1.86,36.53,37,0,1659,0,0,0,0,0,20,40,5,156658.0,Reece,Burke,318.0,0.0,0.0,DEF,0,DEF,0.0,156658.0,4.0,12.0,73.0,23.0,18.0,18.0,62.0,37.0,14.0,0.0,0.0,0.0,22,0,0,0,6,0,0,0,12.0,8.0,0.0,0.0,280.0,2,46,0.0,1.818,0.0,0.0,2.091,0.0,6,20.0,0,False
575779,Andreas Hoelgebaum Pereira,MID,Fulham,123.4,9,7,459,14,5.72,10.24,4.52,42.91,40,3,2611,0,0,0,0,0,34,127,6,156689.0,Andreas,Hoelgebaum Pereira,267.0,240.0,327.0,MID,MID,MID,5.5,156689.0,16.0,27.0,11.0,12.0,4.0,2.0,99.0,25.0,13.0,0.0,0.0,0.0,37,0,0,0,0,0,0,0,27.0,32.0,0.0,0.0,518.0,7,127,23.091,3.432,0.624,23.091,3.432,0.624,0,59.0,0,False
575804,Harry Toffolo,DEF,Nott'm Forest,47.2,3,3,263,2,1.14,2.24,1.1,23.83,29,1,1452,0,0,0,0,0,15,52,3,114241.0,Harry,Toffolo,465.0,444.0,0.0,DEF,DEF,DEF,0.0,114241.0,5.0,2.0,44.0,14.0,14.0,13.0,57.0,26.0,12.0,0.0,0.0,0.0,23,0,0,0,0,0,0,0,2.0,10.0,0.0,0.0,275.0,4,53,0.0,2.261,0.0,0.0,2.304,0.0,1,12.0,1,False
576165,Gabriel Fernando de Jesus,FWD,Arsenal,90.2,7,10,271,11,3.26,9.53,6.27,11.67,11,4,1470,0,0,0,0,0,17,85,6,205651.0,Gabriel,Fernando de Jesus,8.0,2.0,31.0,FWD,FWD,FWD,6.5,205651.0,19.0,32.0,11.0,17.0,13.0,1.0,59.0,24.0,7.0,0.0,0.0,0.0,27,0,0,0,2,0,0,0,32.0,38.0,0.0,0.0,341.0,10,87,13.077,3.148,0.484,13.385,3.222,0.496,2,70.0,0,False
591734,Dominic Solanke,FWD,Bournemouth,181.6,3,20,560,10,2.11,21.75,19.64,56.58,61,19,3325,0,1,0,0,0,37,175,3,154566.0,Dominic,Solanke,85.0,82.0,596.0,FWD,FWD,FWD,7.5,154566.0,38.0,45.0,43.0,11.0,7.0,5.0,97.0,23.0,12.0,0.0,0.0,2.0,38,0,0,0,0,0,0,0,45.0,76.0,0.0,-24.0,657.0,29,184,23.333,4.605,0.614,24.533,4.842,0.646,9,97.0,9,False
592102,Moussa Niakhaté,DEF,Nott'm Forest,14.8,0,1,238,1,0.25,1.55,1.3,27.6,36,1,1456,0,0,0,1,0,15,29,3,199170.0,Moussa,Niakhaté,457.0,0.0,0.0,DEF,0,DEF,0.0,199170.0,1.0,4.0,49.0,25.0,14.0,12.0,98.0,42.0,17.0,0.0,0.0,0.0,21,0,0,0,4,0,0,0,4.0,2.0,0.0,0.0,244.0,0,32,0.0,1.381,0.0,0.0,1.524,0.0,3,6.0,-1,False
593116,Sofyan Amrabat,MID,Man Utd,21.0,0,0,125,2,0.36,0.43,0.07,19.46,15,0,929,0,0,0,0,0,10,26,6,172912.0,Sofyan,Amrabat,709.0,0.0,0.0,MID,0,MID,0.0,172912.0,0.0,10.0,19.0,16.0,8.0,7.0,60.0,27.0,11.0,0.0,0.0,0.0,21,0,0,0,4,0,0,0,10.0,0.0,0.0,0.0,135.0,0,30,0.0,1.238,0.0,0.0,1.429,0.0,4,10.0,0,False
603329,Mason Holgate,DEF,Sheffield Utd,-2.0,0,0,69,0,0.2,0.75,0.55,19.41,27,0,711,0,0,0,1,0,9,1,3,194164.0,Mason,Holgate,255.0,225.0,0.0,DEF,DEF,DEF,0.0,194164.0,0.0,4.0,39.0,7.0,11.0,5.0,30.0,12.0,5.0,0.0,0.0,0.0,10,0,0,0,6,0,0,0,4.0,0.0,0.0,0.0,73.0,0,7,0.0,0.1,0.0,0.0,0.7,0.0,6,4.0,0,False
604088,Thilo Kehrer,DEF,West Ham,1.6,0,0,7,0,0.0,0.0,0.0,0.47,1,0,19,0,0,0,0,0,0,2,2,201057.0,Thilo,Kehrer,537.0,0.0,0.0,DEF,0,DEF,0.0,201057.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,0,2,0.0,0.5,0.0,0.0,0.5,0.0,0,0.0,0,False
604126,Giovani Lo Celso,MID,Spurs,40.8,2,6,189,1,1.79,2.33,0.54,12.46,12,2,491,0,0,0,0,0,4,47,2,200826.0,Giovani,Lo Celso,503.0,493.0,0.0,MID,MID,MID,0.0,200826.0,6.0,26.0,2.0,13.0,5.0,1.0,46.0,22.0,9.0,0.0,0.0,0.0,22,0,0,0,4,0,0,0,26.0,12.0,0.0,0.0,227.0,9,54,0.0,2.136,0.0,0.0,2.455,0.0,7,38.0,3,False
604785,Alex Iwobi,MID,Fulham Everton,98.1,2,9,425,7,4.2,9.43,5.23,37.63,41,5,2331,0,0,0,0,0,27,102,2,153133.0,Alex,Iwobi,256.0,247.0,324.0,MID,MID,MID,6.5,153133.0,20.0,5.0,6.0,18.0,15.0,0.0,150.0,31.0,13.0,0.0,0.0,0.0,32,0,0,0,2,0,0,0,5.0,40.0,0.0,0.0,470.0,13,108,15.692,3.188,0.49,16.615,3.375,0.519,6,45.0,4,False
609755,Kalvin Phillips,MID,Man City West Ham,10.5,0,0,27,0,0.11,0.33,0.22,10.75,13,0,394,0,0,0,1,0,3,10,1,155405.0,Kalvin,Phillips,364.0,359.0,429.0,MID,MID,MID,5.0,155405.0,2.0,7.0,4.0,9.0,6.0,1.0,31.0,14.0,5.0,0.0,0.0,0.0,12,0,0,0,0,0,0,0,7.0,4.0,0.0,0.0,38.0,0,10,2.0,0.833,0.167,2.0,0.833,0.167,0,11.0,0,False
611491,André Onana,GK,Man Utd,144.3,0,10,741,9,0.08,0.08,0.0,69.64,58,0,3420,0,0,0,0,149,38,133,5,202641.0,André,Onana,597.0,383.0,432.0,GK,GK,GK,5.0,202641.0,0.0,4.0,24.0,0.0,0.0,0.0,287.0,2.0,2.0,98.0,51.0,0.0,38,0,0,0,0,0,0,0,4.0,0.0,98.0,0.0,843.0,18,141,26.6,3.5,0.7,28.2,3.711,0.742,8,102.0,8,False
612150,Dominic Calvert-Lewin,FWD,Everton,83.5,3,9,259,13,1.58,14.43,12.86,31.91,27,7,2166,0,0,0,0,0,26,101,2,177815.0,Dominic,Calvert-Lewin,246.0,220.0,0.0,FWD,FWD,FWD,0.0,177815.0,31.0,32.0,38.0,6.0,4.0,4.0,46.0,13.0,7.0,0.0,0.0,2.0,32,0,0,0,0,0,0,0,32.0,62.0,0.0,-24.0,329.0,8,100,0.0,3.156,0.0,0.0,3.125,0.0,-1,70.0,-1,False
612836,Donny van de Beek,MID,Man Utd,0.8,0,0,3,0,0.03,0.07,0.04,0.0,0,0,2,0,0,0,0,0,0,1,0,180184.0,Donny,van de Beek,400.0,0.0,0.0,MID,0,MID,0.0,180184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0,False
613182,Joe Rothwell,MID,Bournemouth,8.6,0,0,54,0,0.22,0.28,0.06,11.24,12,0,380,0,0,0,0,0,3,13,0,156685.0,Joe,Rothwell,81.0,0.0,0.0,MID,0,MID,0.0,156685.0,0.0,2.0,2.0,2.0,3.0,2.0,32.0,7.0,5.0,0.0,0.0,0.0,11,0,0,0,2,0,0,0,2.0,0.0,0.0,0.0,56.0,0,15,0.0,1.182,0.0,0.0,1.364,0.0,2,2.0,0,False
614006,Rúben Gato Alves Dias,DEF,Man City,106.7,0,3,513,9,1.93,3.31,1.38,25.12,28,0,2557,1,0,0,0,0,28,88,0,171314.0,Rúben,Gato Alves Dias,350.0,361.0,408.0,DEF,DEF,DEF,5.5,171314.0,8.0,15.0,75.0,20.0,30.0,17.0,108.0,39.0,19.0,0.0,0.0,0.0,30,0,0,0,4,0,0,0,15.0,16.0,0.0,0.0,544.0,3,92,16.0,2.933,0.533,16.727,3.067,0.558,4,31.0,0,False
617310,Nayef Aguerd,DEF,West Ham,28.2,0,0,282,2,0.41,1.78,1.37,38.79,44,1,1857,0,0,0,1,0,21,36,1,210494.0,Nayef,Aguerd,522.0,529.0,607.0,DEF,DEF,DEF,4.5,210494.0,4.0,6.0,80.0,14.0,17.0,24.0,102.0,26.0,12.0,0.0,0.0,0.0,21,0,0,0,8,0,0,0,6.0,8.0,0.0,0.0,296.0,0,44,8.0,1.714,0.381,9.778,2.095,0.466,8,14.0,0,False
620026,Hwang Hee-chan,MID,Wolves,101.5,3,10,334,3,2.84,10.37,7.53,38.86,37,12,2116,0,0,0,0,0,25,125,6,184754.0,Hwang,Hee-chan,557.0,550.0,642.0,MID,MID,MID,6.0,184754.0,18.0,32.0,8.0,10.0,10.0,1.0,75.0,20.0,10.0,0.0,0.0,1.0,29,0,0,0,0,0,0,0,32.0,36.0,0.0,-6.0,396.0,17,132,20.833,4.31,0.718,22.0,4.552,0.759,7,62.0,7,False
620618,Rodrigo Bentancur,MID,Spurs,39.5,1,0,153,1,1.05,3.06,2.01,19.98,25,1,997,0,0,0,0,0,13,32,7,202993.0,Rodrigo,Bentancur,492.0,480.0,585.0,MID,MID,MID,5.5,202993.0,5.0,17.0,16.0,15.0,17.0,4.0,54.0,23.0,8.0,0.0,0.0,0.0,23,0,0,0,0,0,0,0,17.0,10.0,0.0,0.0,180.0,0,32,5.818,1.391,0.253,5.818,1.391,0.253,0,27.0,0,False
623621,Oleksandr Zinchenko,DEF,Arsenal,117.7,2,16,468,9,2.65,3.25,0.6,12.33,15,1,1717,0,0,0,0,0,20,104,2,206325.0,Oleksandr,Zinchenko,31.0,25.0,12.0,DEF,DEF,DEF,5.0,206325.0,3.0,9.0,22.0,30.0,20.0,3.0,104.0,50.0,20.0,0.0,0.0,0.0,27,0,0,0,0,0,0,0,9.0,6.0,0.0,0.0,483.0,9,97,20.8,3.852,0.77,19.4,3.593,0.719,-7,15.0,-7,False
623716,Josh Cullen,MID,Burnley,48.1,4,5,375,0,2.29,2.88,0.59,45.18,48,2,2055,0,0,0,0,0,23,65,9,172567.0,Josh,Cullen,165.0,0.0,205.0,MID,0,MID,5.0,172567.0,5.0,49.0,24.0,29.0,15.0,19.0,141.0,42.0,13.0,0.0,0.0,0.0,25,0,0,0,18,0,0,0,49.0,10.0,0.0,0.0,434.0,7,85,13.0,2.6,0.52,17.0,3.4,0.68,20,59.0,2,False
630953,Mads Juel Andersen,DEF,Luton,6.9,0,1,75,0,0.0,0.26,0.26,7.64,6,1,397,0,0,0,0,0,4,15,1,208904.0,Mads Juel,Andersen,315.0,0.0,0.0,DEF,0,DEF,0.0,208904.0,1.0,2.0,29.0,5.0,8.0,6.0,25.0,6.0,1.0,0.0,0.0,0.0,8,0,0,0,2,0,0,0,2.0,2.0,0.0,0.0,79.0,0,16,0.0,1.875,0.0,0.0,2.0,0.0,1,4.0,-1,False
637746,Odsonne Edouard,FWD,Crystal Palace,67.1,0,9,246,6,0.86,7.19,6.33,20.54,24,7,1545,0,0,0,0,0,17,79,4,199670.0,Odsonne,Edouard,225.0,198.0,285.0,FWD,FWD,FWD,5.0,199670.0,19.0,22.0,18.0,12.0,6.0,1.0,38.0,24.0,12.0,0.0,0.0,0.0,30,0,0,0,2,0,0,0,22.0,38.0,0.0,0.0,306.0,11,83,15.8,2.633,0.527,16.6,2.767,0.553,4,60.0,2,False
643533,Davinson Sánchez,DEF,Spurs,2.0,0,0,9,0,0.03,0.15,0.12,2.02,2,0,76,0,0,0,0,0,0,0,1,173904.0,Davinson,Sánchez,512.0,0.0,0.0,DEF,0,DEF,0.0,173904.0,0.0,1.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,False
643717,Taiwo Awoniyi,FWD,Nott'm Forest,53.3,3,5,247,3,0.9,5.75,4.85,15.61,21,6,1036,0,0,0,0,0,12,67,2,210156.0,Taiwo,Awoniyi,437.0,424.0,527.0,FWD,FWD,FWD,5.5,210156.0,11.0,16.0,9.0,7.0,1.0,2.0,33.0,9.0,2.0,0.0,0.0,0.0,20,0,0,0,0,0,0,0,16.0,22.0,0.0,0.0,285.0,6,68,12.182,3.35,0.609,12.364,3.4,0.618,1,38.0,1,False
650616,Mathias Jensen,MID,Brentford,90.4,4,10,422,9,4.89,5.6,0.71,36.36,45,3,2201,0,0,0,0,0,27,98,5,207283.0,Mathias,Jensen,106.0,95.0,126.0,MID,MID,MID,5.0,207283.0,7.0,19.0,24.0,32.0,23.0,6.0,123.0,54.0,22.0,0.0,0.0,0.0,32,0,0,0,12,0,0,0,19.0,14.0,0.0,0.0,455.0,10,110,19.6,3.062,0.613,22.0,3.438,0.688,12,33.0,0,False
